INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
568		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	113600
569		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	113800
570		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	114000
571		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	114200
572		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	114400
573		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	114600
574		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	114800
575		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	115000
576		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	115200
577		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	115400
578		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	115600
579		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	115800
580		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	116000
581		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	116200
582		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	116400
583		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	116600
584		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	116800
585		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	117000
586		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	117200
587		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	117400
588		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	117600
589		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	117800
590		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	118000
591		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	118200
592		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	118400
593		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	118600
594		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	118800
595		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	119000
596		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	119200
597		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	119400
598		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	119600
599		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	119800
600		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	120000
601		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	120200
602		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	120400
603		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	120600
604		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	120800
605		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	121000
606		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	121200
607		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	121400
608		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	121600
609		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	121800
610		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	122000
611		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	122200
612		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	122400
613		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	122600
614		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	122800
615		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	123000
616		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	123200
617		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	123400
618		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	123600
619		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	123800
620		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	124000
621		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	124200
622		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	124400
623		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	124600
624		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	124800
625		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	125000
626		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	125200
627		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	125400
628		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	125600
629		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	125800
630		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	126000
631		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	126200
632		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	126400
633		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	126600
634		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	126800
635		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	127000
636		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	127200
637		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	127400
638		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	127600
639		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	127800
640		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	128000
641		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	128200
642		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	128400
643		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	128600
644		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	128800
645		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	129000
646		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	129200
647		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	129400
648		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	129600
649		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	129800
650		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	130000
651		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	130200
652		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	130400
653		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	130600
654		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	130800
655		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	131000
656		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	131200
657		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	131400
658		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	131600
659		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	131800
660		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	132000
661		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	132200
662		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	132400
663		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	132600
664		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	132800
665		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	133000
666		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	133200
667		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	133400
668		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	133600
669		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	133800
670		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	134000
671		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	134200
672		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	134400
673		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	134600
674		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	134800
675		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	135000
676		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	135200
677		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	135400
678		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	135600
679		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	135800
680		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	136000
681		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	136200
682		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	136400
683		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	136600
684		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	136800
685		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	137000
686		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	137200
687		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	137400
688		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	137600
689		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	137800
690		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	138000
691		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	138200
692		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	138400
693		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	138600
694		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	138800
695		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	139000
696		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	139200
697		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	139400
698		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	139600
699		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	139800
700		800	400	400	160	300	250	300	300	400	350	100	3200	300	1000	10	25	250	20	600	123	140000
