STRING	STRING	STRING	STRING
690	2.玩家等级达到70级可转化原始品质为10的橙色伙伴碎片；{nn}玩家等级达到80级可转化原始品质为11的橙色伙伴碎片；{nn}玩家等级达到100级可转化原始品质为13的红色伙伴碎片。	2.玩家等級達到70級可變化原始品質為10的橙色夥伴碎片；{nn}玩家等級達到80級可變化原始品質為11的橙色夥伴碎片；{nn}玩家等級達到100級可變化原始品質為13的紅色夥伴碎片。	2. The Enchant of Epic Hero Shards of the original quality 10 is available at Lv.70;{nn}The Enchant of Epic Hero Shards of the original quality 11 is available at Lv.80;{nn}The Enchant of Lengendary Hero Shards of the original quality 13 is available at Lv.100
691	3.选择的碎片越多，改造所需要的钻石和战魂越多。	3.選擇的碎片越多，改造所需要的鑽石和戰魂越多。	"3. The more the selected shards is, the more the required Diamonds and Soul are."
692	4.10品基因改造成11品基因需要更多的钻石和战魂。	4.10品基因改造成11品基因需要更多的鑽石和戰魂。	4. Enchant the gene of quality 10 into quality 11 needs more Diamonds and Soul.
693	基	基	Gene
694	改造后	改造後	After
695	改造前	改造前	Before
696	删除	刪除	Delete
697	财神成就	財神成就	Wealth God Achievement
698	发红包	發紅包	Send Hongbao
699	手气成就	手氣成就	Luck Achievement
700	成员	成員	Member
701	获得钻石	獲得鑽石	Get Diamonds
702	军团是我家，繁荣靠大家{nn}军团是我家，繁荣靠大家	軍團是我家，繁榮靠大家{nn}軍團是我家，繁榮靠大家	The thrive of the guild is depends on the efforts of everyone.
703	红包详情	紅包詳情	Hongbao details
704	军团是我家，繁荣靠大家军团是我家，繁荣靠大家	軍團是我家，繁榮靠大家軍團是我家，繁榮靠大家	Home guild's prosperity needs everyone's Exploit
705	主人，当前没有红包可以抢，去发一个吧！	主人，當前沒有紅包可以搶，去發一個吧！	"Master, no Hongbao can be grabbed, send one!"
706	红包	紅包	Hongbao
707	跨服军团战	跨服軍團戰	War
708	军团大厅	軍團大廳	Hall
709	女神膜拜	女神膜拜	Worship
710	军团商店	軍團商店	Shop
711	军团科技	軍團科技	Skill
712	军团经验	軍團經驗	Guild Exp
713	军团荣誉	軍團榮譽	Honor
714	已膜拜	已膜拜	Worshiped
715	荣誉奖励	榮譽獎勵	Honor Reward
716	膜拜奖励	膜拜獎勵	Worship Reward
717	膜拜	膜拜	Worship
718	限时	限時	Limit
719	规则说明	規則說明	Help
720	开启技能	開啟技能	Unlock Skill
721	学习技能	學習技能	Learn Skill
722	军团技能	軍團技能	Guild Skill
723	1.军团技能由军团长或副军团长开启和提升后，成员可学习升级{nn}{nn}{nn}2.技能开启提升消耗军团经验，军团当前经验＜开启提升消耗经验时，技能不可开启或提升{nn}{nn}{nn}3.成员学习或升级军团技能消耗军团贡献，贡献不足不可学习或升级{nn}{nn}{nn}4.成员退出军团时，已学习的军团技能保留，但不产生效果，再次进入任意军团后重新生效且效果不受加入军团技能等级限制{nn}	1.軍團技能由軍團長或副軍團長開啟和提升後，成員可學習升級{nn}{nn}{nn}2.技能開啟提升消耗軍團經驗，軍團當前經驗＜開啟提升消耗經驗時，技能不可開啟或提升{nn}{nn}{nn}3.成員學習或升級軍團技能消耗軍團貢獻，貢獻不足不可學習或升級{nn}{nn}{nn}4.成員退出軍團時，已學習的軍團技能保留，但不產生效果，再次進入任意軍團後重新生效且效果不受加入軍團技能等級限制{nn}	"1. Members can learn to upgrade guild Skills after the guild commander and guild lieutenant activated and upgraded them{nn}{nn}{nn}2. Skills activation and upgrade will consume guild EXP, skills cannot be activated or upgraded when current guild EXP is less than the EXP required to activate and upgrade skills{nn}{nn}{nn}3. Learning or upgrade guild Skills need to consume Guild Exploit, members who do not have enough Exploit cannot study or upgrade{nn}{nn}{nn}4. Learned guild Skills of the members who quit from guild will be saved but have no effects, the skills come into effect again when members enter any guilds and the effects will not be restricted by the skills level of joined guilds{nn}"
724	升级消耗	升級消耗	Required
725	当前等级	當前等級	Current Level
726	属性加成	屬性加成	Property
727	下一等级	下一等級	Next Level
728	推荐军团	推薦軍團	Recommendation
729	申请名单	申請名單	Application List
730	降职	降職	Demotion
731	升职	升職	Promotion
732	弹劾	彈劾	Impeachment
733	军团成员列表	軍團成員列表	Member List
734	变更	變更	Change
735	军团长	軍團長	Leader
736	成员数	成員數	Members
737	点击编辑	點擊編輯	Tap to edit
738	军团公告	軍團公告	Notice
739	审核	審核	Application
740	解散	解散	Dismiss
741	军团动态	軍團動態	Guild Info
742	退出	退出	Leave
743	更改军团徽章	更改軍團徽章	Change Guild Badge
744	更改军团名字	更改軍團名字	Change Guild Name
745	军团名不得超过7个字	軍團名不得超過7個字	7 letters limited
746	请输入新的军团名:	請輸入新的軍團名:	Input a new guild name:
747	[2FD4FF]x200	[2FD4FF]x200	[2FD4FF]x200
748	发布公告	發佈公告	Publish Notice
749	选择您的军团徽章	選擇您的軍團徽章	Select your guild badge
750	军团徽章	軍團徽章	Guild Badge
751	最低战斗力	最低戰鬥力	Minimum Power
752	加入条件设置	加入條件設置	Requirement Settings
753	活动	活動	Event
754	副本排名	副本排名	Mission
755	等级排名	等級排名	Guild Level
756	没有符合条件的军团	沒有符合條件的軍團	No eligible Guild
757	人数	人數	Member
758	副本关卡	副本關卡	Mission
759	创建军团	創建軍團	Create
760	搜索军团	搜索軍團	Search
761	军团副本排名	軍團副本排名	Guild Mission
762	军团等级排名	軍團等級排名	Guild Level
763	剩余血量	剩餘血量	Remaining Health
764	请输入军团名称	請輸入軍團名稱	Please enter the Guild Name
765	创建	創建	Create
766	500	500	500
767	创建价格	創建價格	Cost
768	不多于10个字符	不多於10個字元	Not more than 10 characters
769	本周贡献	本周貢獻	Week Exploit
770	今天已签到	今天已簽到	Signed-in today
771	申请	申請	Apply
772	已申请	已申請	Applied
773	送橙色武器	送橙色武器	Epic weapon
774	原价：	原價：	Old price:
775	现价：	現價：	Current Price:
776	开服狂欢	開服狂歡	New Server Carnival
777	可以兑换	可以兌換	Exchangeable
778	送红色伙伴	送紅色夥伴	Legendary Hero
779	活动期间内，累计登录满指定天数即可获得各种稀缺资源。	活動期間內，累計登入滿指定天數即可獲得各種稀缺資源。	"During the event, the reward is available when your days of login reaches following days."
780	能量	能量	Energy
781	体力	體力	Stamina
782	明天开服，敬请期待！新活动将继续开放	明天開服，敬請期待！新活動將繼續開放	The new server will be available tomorrow! New events will continue to unlock
783	修改	修改	Change
784	修改密码	修改密碼	Change Password
785	用户名：	用戶名：	Username:
786	新密码：	新密碼：	Password:
787	再输次：	再輸次：	Confirm:
788	原密码：	原密碼：	Original password:
789	登陆	登入	Login
790	账号登录	帳號登入	Account Login
791	密  码：	密  碼：	Password:
792	第一次输入您的账号、密码将自动注册	第一次輸入您的帳號、密碼將自動註冊	Your account will be registered automatically at the first time you login
793	用户名密码必须6~14位	用戶名密碼必須6~14位元	Username and password must be 6-14 letters limited
794	知道了	知道了	Got it
795	开始游戏	開始遊戲	Start Game
796	点击输入用户名	點擊輸入用戶名	Tap to enter username
797	点击选区	點擊選區	Tap to select server
798	最近登陆	最近登入	Recent server
799	全部列表	全部清單	Full List
800	服务器列表	伺服器列表	Server List
801	健康游戏忠告{nn}抵制不良游戏 拒绝盗版游戏 注意自我保护 谨防受骗上当{nn}适度游戏益脑 沉迷游戏伤身 合理安排时间 享受健康生活	健康遊戲忠告{nn}抵制不良遊戲 拒絕盜版遊戲 注意自我保護 謹防受騙上當{nn}適度遊戲益腦 沉迷遊戲傷身 合理安排時間 享受健康生活	Healthy Games Advice {nn} Resist unhealthy games and reject pirated games. Be careful to self-protection and be aware of being cheated{nn}. Proper gaming benefits brains and addiction to games hurts body. Rationally arrange time and enjoy healthy life.
802	点击荧幕开始游戏...	點擊螢幕開始遊戲...	TAP TO START
803	购买 	購買	Purchase
804	主人，使用免战牌可保护您的饰品碎片不被夺走。	主人，使用免戰牌可保護您的飾品碎片不被奪走。	"Master, protection can protect your ornament shards from being plundered."
805	免战时间增加8小时	免戰時間增加8小時	Add 8h protect
806	购买免战牌	購買免戰牌	Purchase Protection
807	使用	使用	Use
808	首次通关奖励	首次通關獎勵	Mission reward
809	评星奖励	評星獎勵	Star Reward
810	点击进入下一章	點擊進入下一章	Tap to continue
811	恭喜获得时装设计图x1	恭喜獲得時裝設計圖x1	Got a Fashion Blueprint
812	有概率获得	有概率獲得	Chance to get
813	全军出击	全軍出擊	Fight!
814	队形强化装置	隊形強化裝置	Formation enhancment device
815	数量	數量	Number
816	所有敌人拥有额外50%的	所有敵人擁有額外50%的	Enemy owned extra 50%
817	有女神向你发起了挑战！快去征服她吧！	有女神向你發起了挑戰！快去征服她吧！	A Goddess challenged you! Conquer her now!
818	普通	普通	Normal
819	挑战次数	挑戰次數	Remaining times
820	预期掉落	預期掉落	Loot
821	扫荡	掃蕩	Sweep
822	扫十次	掃十次	Sweep x 10 
823	战斗	戰鬥	Mission
824	喜欢我！就来关底征服我吧	喜歡我！就來關底征服我吧	If you like me! Come to the end of the STAGE to conquer me!
825	当前段位	當前段位	Current Grade
826	段位升级	段位升級	Grade Upgrade
827	段位重置	段位重置	Grade reset
828	根据您上赛季的表现，这赛季您将从【白金一星】开始联赛。	根據您上賽季的表現，這賽季您將從【白金一星】開始聯賽。	You will start at [Platinum 1-star] this season according to your performance in last season.
829	单服排名：	單服排名：	Single server ranking:
830	赛季剩余：	賽季剩餘：	Rest season:
831	全服排名：	全服排名：	Whole server ranking:
832	赛季排行	賽季排行	Ranking
833	精灵商店	精靈商店	Shop
834	大师联赛	大師聯賽	Master League
835	1.大师联赛是跨服单人匹配战的玩法；{nn}2.匹配对手：系统根据当前积分进行全服匹配对手，优先匹配其他在同时匹配的玩家{nn}3.获取积分：每次战斗后将获得（扣除）对应的积分；战胜相对自己积分过低的玩家不获得积分，败给想对自己积分过高的玩家同样也不扣取积分{nn}4.段位：当积分达到指定要求，段位等级也会对应提升，高阶段位还需同时满足对应的全服排名要求{nn}5.段位属性：到达对应的段位，会获得对应的段位属性；属性会根据段位的变化而改变，在下个赛季开始时重置{nn}6.每日任务：赛季期间每日0点重置，达到对应的挑战次数即可领取{nn}7.赛季排行：单服排行是根据积分对本服玩家进行排名并在赛季后获得对应的排名奖励；全服排行是根据积分对全服玩家进行排名，是高等级段位升级的必须要求	1.大師聯賽是跨服單人匹配戰的玩法；{nn}2.系統根據當前積分進行全服匹配對手，優先匹配其他在同時匹配的玩家{nn}3.獲取積分：每次戰鬥後將獲得（扣除）對應的積分；戰勝相對自己積分過低的玩家不獲得積分，敗給想對自己積分過高的玩家同樣也不扣取積分{nn}4.段位：當積分達到指定要求，段位元等級也會對應提升，高階段位還需同時滿足對應的全服排名要求{nn}5.段位元屬性：到達對應的段位，會獲得對應的段位元屬性；屬性會根據段位元的變化而改變，在下個賽季開始時重置{nn}6.每日任務：賽季期間每日0點重置，達到對應的挑戰次數即可領取{nn}7.賽季排行：單服排行是根據積分對本服玩家進行排名並在賽季後獲得對應的排名獎勵；全服排行是根據積分對全服玩家進行排名，是高等級段位元升級的必須要求	"1. Master League is a gameplay of the cross-server single matching war;{nn}2. Opponent matching: The system matches the opponents according to players' current Score in the whole server, players who are matching at the same time enjoy the priority.{nn}3. Getting Score: earn (deduct) corresponding Score after each battle; Defeat players whose Score are less than you, you cannot get Score, defeated by players whose Score are higher than you, the Score will not be deducted{nn}4. Grade: when getting certain Score, the grade will be increased correspondingly, high grade also needs to meet the corresponding whole server ranking requirements {nn} 5. Grade Property: reach the corresponding grade to get the Property, the Property will be changed according to the grade changes and will be reset in next season{nn}6. Daily quest: Reset at 12 am everyday during the season, claim when reaching the corresponding number of challenges {nn}7. Season rankings: single server ranking is based on Score of the players, and the players can receive corresponding ranking rewards after the season; The whole server ranking is based on the whole server players ranking which ranked according to their Score, it's the necessary requirement for up grading high-level grade"
836	匹配对手	匹配對手	Matching
837	免费刷新次数：	免費刷新次數：	Free refresh times:
838	今日剩余数:	今日剩餘數:	Times left:
839	当前刷新石:	當前刷新石:	Current Refresh Stone:
840	段位	段位	Grade
841	段位效果	段位效果	Grade Effect
842	我的段位	我的段位	My Grade
843	单服排行	單服排行	Single server ranking
844	段位加成	段位加成	Grade Bonus
845	全服排行	全服排行	Whole server ranking
846	单服奖励	單服獎勵	Single server reward
847	正在寻找合适对手...	正在尋找合適對手...	Matching
848	回忆录	回憶錄	Story
849	命运占卜	命運占卜	Augury
850	命运指针	命運指針	Compass
851	每日9点、12点、18点、21点自动刷新	每日9點、12點、18點、21點自動刷新	"Automatically refresh at 9 am, 12 pm, 6 pm and 9 pm everyday"
852	刷新倒计时：	刷新倒計時：	Refresh after:
853	收集榜	收集榜	Ranking
854	收集成就	收集成就	Achievement
855	属性总览	屬性總覽	Properties
856	胜利次数和获胜奖励在次日0:00重置	勝利次數和獲勝獎勵在次日0:00重置	Victory times and Rewards are reset at 12 am the next day
857	点击跳过>>	點擊跳過>>	Skip
858	  排名                   头像                    名字                     收集度                     已启动回忆	  排名                   頭像                    名字                     收集度                     已啟動回憶	Ranking              Avatar              Name                Collection                  Activated
859	继续	繼續	Continue
860	改运	改運	Change Fate
861	完成	完成	Complete
862	占卜	占卜	Augury
863	[00ff00]回忆结晶：	[00ff00]回憶結晶：	[00Ff00]Story Crystal:
864	来占卜您今日{nn}的命运伴侣吧	來占卜您今日{nn}的命運伴侶吧	Measure your fate today
865	[00ff00]幸运点：	[00ff00]幸運點：	[00Ff00]Fate Point:
866	转1次	轉1次	Turn
867	转5次	轉5次	Turn x 5
868	幸运商店	幸運商店	Fate Shop
869	红色	紅色	Legendary
870	欢迎来到幸运商店，走过路过不要错过	歡迎來到幸運商店，走過路過不要錯過	Welcome to the Fate Shop
871	当前可用	當前可用	Currently available
872	选择属性加成	選擇屬性加成	Select Property Bonus
873	当前属性加成	當前屬性加成	Current Property Bonus
874	点击所要加成的属性	點擊所要加成的屬性	Tap to select Property Bonus
875	消耗 3	消耗 3	Cost 3
876	消耗 6	消耗 6	Cost 6
877	消耗 9	消耗 9	Cost 9
878	在1~3关中获得星数达到以下数量时可获得	在1~3關中獲得星數達到以下數量時可獲得	Required stars in stage 1-3
879	当前	當前	Current
880	达到3星即可获得	達到3星即可獲得	Required 3 stars
881	达到6星即可获得	達到6星即可獲得	Required 6 stars
882	达到9星即可获得	達到9星即可獲得	Required 9 stars
883	原价:	原價:	Old price:
884	现价:	現價:	Current:
885	在重置之前赶紧购买吧!	在重置之前趕緊購買吧!	Purchase quickly before resetting!
886	星河秘宝	星河秘寶	Galaxy Treasure
887	金币：	金幣：	Gold:
888	推荐战力:	推薦戰力:	RCMD POWER
889	地狱	地獄	Hell
890	合金：	合金：	Metal:
891	可得：3	可得：3	Available: 3
892	困难	困難	Hard
893	可得：2	可得：2	Available: 2
894	通关条件	通關條件	Requirement
895	难度选择	難度選擇	Difficulty selection
896	可得：1	可得：1	Available: 1
897	战斗力	戰鬥力	Power:
898	星河秘境排行榜	星河秘境排行榜	Star Secret Ranking
899	排位	排位	Ranking
900	玩家名字	玩家名字	Name
901	星数	星數	Stars
902	消耗红色装备之力:	消耗紅色裝備之力:	Consumption of the power of Legendary Equipment:
903	本次已通关	本次已通關	Clear
904	本次探险	本次探險	Current Star
905	历史最高	歷史最高	Max Star
906	一键3星	一鍵3星	Onekey
907	金装	金裝	Gold Equipment
908	装备购买	裝備購買	Equipment Purchase
909	星河秘境商店	星河秘境商店	Star Secret Shop 
910	今天奖励已领取完毕	今天獎勵已領取完畢	Rewards have been claimed today
911	今天已领取次数：	今天已領取次數：	Claimed times today:
912	观看广告，领取时间：	观看广告，领取时间：	"Watch vedios, claim after:"
913	简单	簡單	Esay
914	大师	大師	Master
915	炼狱	煉獄	Purgatory
916	难度越高奖励越丰厚	難度越高獎勵越豐厚	The rewards according to the difficulty
917	挑 战	挑 戰	Challenge
918	星际宝藏	星際寶藏	Star Treasure
919	奖励标题	獎勵標題	Title
920	奖励说明	獎勵說明	Introduction
921	今日送礼：	今日送禮：	Gifts today:
922	4小时	4小時	4 hours
923	8小时	8小時	8 hours
924	24小时	24小時	24 hours
925	礼物	禮物	Gift
926	请选择要赠送的礼物	請選擇要贈送的禮物	Choose a gift
927	分解基因体可获得      战魂	分解基因體可獲得      戰魂	Decomposing gene can get        Soul
928	一键分解	一鍵分解	Quick Decompose
929	送礼	送禮	Gifts
930	说明：使用刷新石或20战魂可以刷新商店	說明：使用刷新石或20戰魂可以刷新商店	Use Refresh Stone or 20 Soul to refresh
931	喂养	餵養	Feed
932	进阶属性	進階屬性	Evolve Property
933	阶级	階級	Quality
934	成长属性	成長屬性	Growth Property
935	星级	星級	Star
936	宠物培养	寵物培養	Train
937	选择	選擇	Select
938	宠物说明	寵物說明	Help
939	1.宠物分为战斗用与护卫用，战斗用的宠物会在战斗时每回合双方伙伴行动完之后出现施放技能；护卫用宠物则不会出现在战斗中，只会为其护卫的伙伴提供属性加成{nn}{nn}2.全队只能上阵1只战斗用宠物，每个上阵伙伴能配置1只护卫用宠物{nn}{nn}3.战斗用宠物按队形中6个伙伴平均攻击力造成技能伤害，若队形中有空位，则该位置攻击力按0计算{nn}{nn}4.敌我双方宠物的出手顺序由敌我双方的战斗力高低决定，战斗力较高一方的宠物将率先出手{nn}{nn}5.同一种宠物可以合成多个，不需要的宠物可以在回收功能中重生或分解	1.寵物分為戰鬥用與護衛用，戰鬥用的寵物會在戰鬥時每回合雙方夥伴行動完之後出現施放技能；護衛用寵物則不會出現在戰鬥中，只會為其護衛的夥伴提供屬性加成{nn}{nn}2.全隊只能上陣1只戰鬥用寵物，每個上陣夥伴能配置1只護衛用寵物{nn}{nn}3.戰鬥用寵物按隊形中6個夥伴平均攻擊力造成技能傷害，若隊形中有空位，則該位置攻擊力按0計算{nn}{nn}4.敵我雙方寵物的出手順序由敵我雙方的戰鬥力高低決定，戰鬥力較高一方的寵物將率先出手{nn}{nn}5.同一種寵物可以合成多個，不需要的寵物可以在回收功能中重生或分解	"1. There are combat pets and guard pets. Combat pets will cast skills after both hero took actions every round in the battle; Guard pets will not appear in the battle, only add Property bonus to its hero{nn}{nn} 2. Each team can only select 1 combat pet, each hero can allocate 1 guard pet {nn}{nn} 3. The skills DMG inflicted by combat pets is based on average ATK of 6 hero in the formation. If there is any space, its ATK is 0 {nn} {nn}4. The attack order of both pets depends on the power of both sides; pets of the higher power side can attack first{nn}{nn}5. Same pet can be composed more than one, unnecessary pets can be Restore or decomposed in the recycling function"
940	需要等级	需要等級	Required Level
941	可合成	可合成	Synthesis
942	该宠物已升至最高星级	該寵物已升至最高星級	Max
943	技能增伤 	技能增傷	Skill Damage
944	技能 	技能	Skill
945	一键升级	一鍵升級	Quick Upgrade
946	当前等级:	當前等級:	Current Level:
947	该宠物已升至满级	該寵物已升至滿級	Max
948	玩家信息	玩家信息	Player Info
949	切磋	切磋	PK
950	添加好友	添加好友	Add Friend
951	查看阵容	查看陣容	View
952	魔王讨伐战最高伤害排名奖励	魔王討伐戰最高傷害排名獎勵	Highest rank-reward in Boss Raid
953	您尚未收到任何邮件	您尚未收到任何郵件	Empty
954	活动内容:	活動內容:	Content:
955	全服指定VIP等级满足要求时，各VIP等级玩家即可领取对应的奖励，每个档次的奖励可重复领取。	全服指定VIP等級滿足要求時，各VIP等級玩家即可領取對應的獎勵，每個檔次的獎勵可重複領取。	"Once any player reaches a certain VIP level, every players can claim the rewards according to its own VIP level. The rewards for each VIP level can be claimed repeatedly."
956	永久	永久	Forever
957	高级vip返豪礼，等级越高奖励越多	高級vip返豪禮，等級越高獎勵越多	"The higher VIP level, the better rewards"
958	普天同庆	普天同慶	Celebration
959	领取条件:	領取條件:	Requirement:
960	VIP8返利礼盒	VIP8返利禮盒	VIP8 bonus
961	达标奖励	達標獎勵	Reward
962	免费刷新：	免費刷新：	Free Refresh:
963	猎人商店	獵人商店	Hunter Shop
964	获胜奖励	獲勝獎勵	Reward
965	周一到周四开启	週一到週四開啟	Open from Monday to Thursday
966	欢迎来到猎人商店，走过路过不要错过	歡迎來到獵人商店，走過路過不要錯過	Welcome to the Hunter Shop
967	当前拥有：	當前擁有：	Have:
968	奖励将以邮件形式每周四24:00发放	獎勵將以郵件形式每週四24:00發放	Reward will be sent by mail at 12 am every Thursday
969	夺宝	奪寶	Snatch
970	夺宝5次	奪寶5次	Snatch x 5
971	再看看	再看看	Close
972	钻石不足，是否前往充值	鑽石不足，是否前往儲值	"Not enough diamonds, go to recharge"
973	高级月卡剩余:	高級月卡剩餘:	Remaining Advanced Month Card:
974	特权	特權	Benefit
975	经验	經驗	Exp
976	累计充值	累計儲值	Total recharge
977	即可享受特权	即可享受特權	Enjoy the benefit
978	月卡剩余:	月卡剩餘:	Remaining Month Card:
979	解雇	解雇	Dismiss
980	饰品重生	飾品重生	Ornament Restore
981	装备重生	裝備重生	Equipment Restore
982	装备分解	裝備分解	Equipment Decompose
983	宠物重生	寵物重生	Pet Restore
984	宠物分解	寵物分解	Pet Decompose
985	伙伴重生	夥伴重生	Hero Restore
986	伙伴分解	夥伴分解	Hero Decompose
987	分解	分解	Decompose
988	 当前积分:	 當前積分:	Current Score:
989	提示:	提示:	Tips:
990	积分每天00:00重置	積分每天00:00重置	Reset at 12 am daily
991	目标	目標	Quest
992	日常	日常	Daily
993	银河转盘	銀河轉盤	Galaxy Wheel
994	                                            转盘{nn}{nn}1.玩家在转盘游戏中可获取不同的资源奖励{nn}{nn}2.每个转盘分别有一个钻石奖池，每有一个玩家进行游戏，奖池中便会增加1或10钻石，抽中奖池的玩家，将获得奖池中50%的钻石{nn}{nn}3.每轮游戏后，玩家会根据所在转盘获得一定活动积分{nn}{nn}4.进行转盘游戏需要钻石，消耗的钻石数量与当前进行的转盘次数有关，幸运转盘和豪华转盘的次数是独立计算的，次数每日0点重置{nn}{nn}                                            排行榜{nn}{nn}1.系统会根据所有玩家的总积分进行排名{nn}{nn}2.排行榜分为普通榜和精英榜，总积分到达13800以上有资格进入精英榜{nn}{nn}3.奖励会对排行榜中前100名的玩家发放，玩家可以从两个榜中分别获取奖励，具体奖励可在排行榜中排行奖励中查看{nn}{nn}4.积分相同时先达到的玩家名次排在前面	                                            轉盤{nn}{nn}1.玩家在轉盤遊戲中可獲取不同的資源獎勵{nn}{nn}2.每個轉盤分別有一個鑽石獎池，每有一個玩家進行遊戲，獎池中便會增加1或10鑽石，抽中獎池的玩家，將獲得獎池中50%的鑽石{nn}{nn}3.每輪遊戲後，玩家會根據所在轉盤獲得一定活動積分{nn}{nn}4.進行轉盤遊戲需要鑽石，消耗的鑽石數量與當前進行的轉盤次數有關，幸運轉盤和豪華轉盤的次數是獨立計算的，次數每日0點重置{nn}{nn}                                            排行榜{nn}{nn}1.系統會根據所有玩家的總積分進行排名{nn}{nn}2.排行榜分為普通榜和精英榜，總積分到達13800以上有資格進入精英榜{nn}{nn}3.獎勵會對排行榜中前100名的玩家發放，玩家可以從兩個榜中分別獲取獎勵，具體獎勵可在排行榜中排行獎勵中查看{nn}{nn}4.積分相同時先達到的玩家名次排在前面	"Wheel{nn}{nn}1. Players can earn different resource rewards in the wheel game{nn}{nn}2. One diamonds prize pool for each wheel. 1 or 10 diamonds will be added when players play each time. Players who drawed the jackpot can get 50% diamonds of the pool {nn}{nn}3. After each round, players can earn certain Score according to the wheel{nn}{nn}4. Playing wheel game need diamonds. Diamonds consumption amount is related to current playing times. Lucky and Deluxe wheel times are calculated separately. Reset times is 12 am everyday{nn}{nn} Ranking {nn}{nn}1. The Ranking is ranked by system according to the total Score of all players {nn}{nn}2. The Ranking is divided into Common Ranking and Elite Ranking. Players whose total Score  above 13800 are qualified to enter the Elite Ranking {nn}{nn}3. Rewards will be issued to top 100 players on Ranking. Players can claim rewards from the two rankings separately, specific rewards can be viewed in the Ranking Rewards {nn}{nn}4. For players with same Score, the one who reached first ranks ahead"
995	豪华转盘	豪華轉盤	Advanced Wheel
996	转10次	轉10次	Turn x 10
997	幸运转盘	幸運轉盤	Lucky Wheel
998	精英排名	精英排名	Advanced Ranking
999	普通奖励	普通獎勵	Normal Reward
1000	普通奖励与精英奖励可同时获取	普通獎勵與精英獎勵可同時獲取	Normal Reward and Advanced Reward can be claimed together
1001	达到13800分可入围精英榜	達到13800分可入圍精英榜	"Ranking - At 13,800 points"
1002	总积分:	總積分:	Total Score:
1003	当前排行:	當前排行:	Current Ranking:
1004	本次扫荡未获得物品	本次掃蕩未獲得物品	Not get anything
1005	请选择需要的道具	請選擇需要的道具	Select an item
1006	-所有服务器列表-	-所有伺服器列表-	Server List
1007	服务器1-10	伺服器1-10	Server 1-10
1008	上次登录服务器	上次登入伺服器	Last login server
1009	爆满	爆滿	Full
1010	001-010区	001-010區	001-010 server
1011	下个等级	下個等級	Next Level
1012	技能列表	技能列表	Skills List
1013	开启：	開啟：	Unlock:
1014	专属天赋	專屬天賦	Passive Skill
1015	技能已升至满级	技能已升至滿級	Max
1016	加为好友	加為好友	Add Friend
1017	没错	沒錯	Right
1018	幸运探宝	幸運探寶	Lucky Treasure
1019	                                            玩法介绍{nn}{nn}1.“幸运探宝”中，玩家需要掷骰子前进一定格数，然后根据到达的各自获取不同的奖励{nn}{nn}2.格子和奖励类型如下：{nn}起点格：可获得20000金币，到达或经过起点格会计算次数用于领取起点奖励{nn}金币格：可获取随机数量金币{nn}道具格：可获得指定道具{nn}事件格：可偶遇女神发生对话事件，随机获得不同奖励！红色伙伴礼包也在其中哦！{nn}商店格：可在商店购买稀缺物资同时获取积分！{nn}移动格：会随机移动到后三格至前六格之间的随机一格{nn}{nn}3.投出的点数即为本轮获取的积分，在商店购买道具也可以获得积分{nn}{nn}4.每次投掷按照次数消耗钻石，投掷次数每日0:00重置{nn}{nn}                                            奖励介绍{nn}{nn}1.起点奖励：玩家每经过一次地图起点，就能累积一次次数，达到指定次数可在起点奖励中获得奖励{nn}{nn}2.排行奖励：活动结束后，玩家可以根据自己的排名来获取相应奖励，奖励内容可在排行榜中查看{nn}	                                            玩法介紹{nn}{nn}1.“幸運探寶”中，玩家需要擲骰子前進一定格數，然後根據到達的各自獲取不同的獎勵{nn}{nn}2.格子和獎勵類型如下：{nn}起點格：可獲得20000金幣，到達或經過起點格會計算次數用於領取起點獎勵{nn}金幣格：可獲取亂數量金幣{nn}道具格：可獲得指定道具{nn}事件格：可偶遇女神發生對話事件，隨機獲得不同獎勵！紅色夥伴禮包也在其中哦！{nn}商店格：可在商店購買稀缺物資同時獲取積分！{nn}移動格：會隨機移動到後三格至前六格之間的隨機一格{nn}{nn}3.投出的點數即為本輪獲取的積分，在商店購買道具也可以獲得積分{nn}{nn}4.每次投擲按照次數消耗鑽石，投擲次數每日0:00重置{nn}{nn}                                            獎勵介紹{nn}{nn}1.起點獎勵：玩家每經過一次地圖起點，就能累積一次次數，達到指定次數可在起點獎勵中獲得獎勵{nn}{nn}2.排行獎勵：活動結束後，玩家可以根據自己的排名來獲取相應獎勵，獎勵內容可在排行榜中查看{nn}	"Introduction{nn}{nn}1. In Lucky Treasure Seeking, players need to roll a dice to go ahead certain grids and get different rewards based on the last position{nn}{nn}2. Grids and rewards are as follows: {nn} Starting grid: can get 20,000 Gold. Record arriving or passing start grid times to receive start rewards{nn}Coin grid: can get random Gold {nn}Item grid: can get specified items{nn}Event grid: come across goddess to have a dialog,  can get different rewards randomly! Red hero pack is also included!{nn}Shop grid: can get Score when purchasing scarce goods in the shop!{nn}Moving grid: randomly move to 3 grids behind and the former 6 grids{nn}{nn}3. The thrown Score is the Score in this round. Purchasing items in the shop can also get Score {nn}{nn}4. The diamonds consumption is according to throwing times. Throwing times will be reset at 12 am everyday {nn}{nn}Rewards Introduction{nn}{nn}1. Start reward: players pass the starting Score of the map each time can add 1 time. When reaching specified times, players can claim rewards in the Start Rewards{nn}{nn}2. Ranking reward: players can claim rewards based on their rankings after the event and the reward contents can be viewed on the Ranking{nn}"
