INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10010	第10章 精英神秘歌声	t_map_name_10010	初音战士	t_map_boss_name_11	bsx_chuyin	10000	9000	212	t_map_image_text_11	4	1	1	10000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	15000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	15000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10011	第11章 精英平行世界	t_map_name_10011	明日少尉	t_map_boss_name_1	bsx_mrx	11000	10000	201	t_map_image_text_1	4	1	1	20000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	30000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	30000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10012	第12章 精英似曾相识	t_map_name_10012	炮姐	t_map_boss_name_3	bsx_ybmq	12000	11000	203	t_map_image_text_3	4	1	1	20000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	30000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	30000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10013	第13章 精英全面失控	t_map_name_10013	黑色射手	t_map_boss_name_4	bsx_heiyan	13000	12000	204	t_map_image_text_4	4	1	1	20000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	30000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	30000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10014	第14章 精英星际海关	t_map_name_10014	波波利	t_map_boss_name_5	bsx_lbli	14000	13000	205	t_map_image_text_5	4	1	1	20000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	30000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	30000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10015	第15章 精英埃及后裔	t_map_name_10015	zero	t_map_boss_name_6	bsx_zero	15000	14000	206	t_map_image_text_6	4	1	1	20000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	30000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	30000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10016	第16章 精英时空边缘	t_map_name_10016	灼眼公主	t_map_boss_name_15	bsx_xiana	16000	15000	401	t_map_image_text_15	4	1	1	20000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	30000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	30000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10017	第17章 精英梦中之梦	t_map_name_10017	妖妄之梦	t_map_boss_name_7	bsx_yme	17000	16000	207	t_map_image_text_7	4	1	1	20000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	30000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	30000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10018	第18章 精英坐吃山空	t_map_name_10018	幽灵公主	t_map_boss_name_8	bsx_yyz	18000	17000	208	t_map_image_text_8	4	1	1	20000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	30000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	30000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10019	第19章 精英夜宵异变	t_map_name_10019	红白	t_map_boss_name_9	bsx_bllm	19000	18000	209	t_map_image_text_9	4	1	1	20000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	30000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	30000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10020	第20章 精英活之地狱	t_map_name_10020	C.C	t_map_boss_name_10	bsx_cc	20000	19000	211	t_map_image_text_10	4	1	1	20000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	30000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	30000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10021	第21章 精英星际歌神	t_map_name_10021	初音战士	t_map_boss_name_11	bsx_chuyin	21000	20000	212	t_map_image_text_11	4	1	1	30000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	45000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	45000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10022	第22章 精英回到过去	t_map_name_10022	斗人	t_map_boss_name_2	bsx_dren	22000	21000	202	t_map_image_text_2	4	1	1	30000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	45000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	45000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10023	第23章 精英音速硬币	t_map_name_10023	炮姐	t_map_boss_name_3	bsx_ybmq	23000	22000	203	t_map_image_text_3	4	1	1	30000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	45000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	45000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10024	第24章 精英黑客帝国	t_map_name_10024	黑色射手	t_map_boss_name_4	bsx_heiyan	24000	23000	204	t_map_image_text_4	4	1	1	30000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	45000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	45000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10025	第25章 精英魔能黑手	t_map_name_10025	波波利	t_map_boss_name_5	bsx_lbli	25000	24000	205	t_map_image_text_5	4	1	1	30000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	45000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	45000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10026	第26章 精英伟业中落	t_map_name_10026	zero	t_map_boss_name_6	bsx_zero	26000	25000	206	t_map_image_text_6	4	1	1	30000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	45000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	45000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10027	第27章 精英炎发灼眼	t_map_name_10027	灼眼公主	t_map_boss_name_15	bsx_xiana	27000	26000	401	t_map_image_text_15	4	1	1	30000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	45000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	45000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10028	第28章 精英半灵之殇	t_map_name_10028	妖妄之梦	t_map_boss_name_7	bsx_yme	28000	27000	207	t_map_image_text_7	4	1	1	30000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	45000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	45000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10029	第29章 精英北方幽灵	t_map_name_10029	幽灵公主	t_map_boss_name_8	bsx_yyz	29000	28000	208	t_map_image_text_8	4	1	1	30000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	45000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	45000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10030	第30章 精英市场战争	t_map_name_10030	红白	t_map_boss_name_9	bsx_bllm	30000	29000	209	t_map_image_text_9	4	1	1	30000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	45000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	45000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10031	第31章 精英围魏救赵	t_map_name_10031	C.C	t_map_boss_name_10	bsx_cc	31000	30000	211	t_map_image_text_10	4	1	1	40000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	60000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	60000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10032	第32章 精英歌会请柬	t_map_name_10032	初音战士	t_map_boss_name_11	bsx_chuyin	32000	31000	212	t_map_image_text_11	4	1	1	40000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	60000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	60000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10033	第33章 精英天使星球	t_map_name_10033	一卡螺丝	t_map_boss_name_17	bsx_ykls	33000	32000	403	t_map_image_text_17	4	1	1	40000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	60000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	60000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10034	第34章 精英回到未来	t_map_name_10034	明日少尉	t_map_boss_name_1	bsx_mrx	34000	33000	201	t_map_image_text_1	4	1	1	40000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	60000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	60000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10035	第35章 精英阻击呱太	t_map_name_10035	炮姐	t_map_boss_name_3	bsx_ybmq	35000	34000	203	t_map_image_text_3	4	1	1	40000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	60000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	60000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10036	第36章 精英防御无效	t_map_name_10036	黑色射手	t_map_boss_name_4	bsx_heiyan	36000	35000	204	t_map_image_text_4	4	1	1	40000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	60000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	60000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10037	第37章 精英武器禁运	t_map_name_10037	波波利	t_map_boss_name_5	bsx_lbli	37000	36000	205	t_map_image_text_5	4	1	1	40000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	60000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	60000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10038	第38章 精英连锁效应	t_map_name_10038	zero	t_map_boss_name_6	bsx_zero	38000	37000	206	t_map_image_text_6	4	1	1	40000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	60000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	60000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10039	第39章 精英镜像星球	t_map_name_10039	灼眼公主	t_map_boss_name_15	bsx_xiana	39000	38000	401	t_map_image_text_15	4	1	1	40000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	60000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	60000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10040	第40章 精英异变再临	t_map_name_10040	妖妄之梦	t_map_boss_name_7	bsx_yme	40000	39000	207	t_map_image_text_7	4	1	1	40000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	60000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	60000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10041	第41章 精英肥胖公主	t_map_name_10041	幽灵公主	t_map_boss_name_8	bsx_yyz	41000	40000	208	t_map_image_text_8	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10042	第42章 精英保险星球	t_map_name_10042	红白	t_map_boss_name_9	bsx_bllm	42000	41000	209	t_map_image_text_9	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10043	第43章 精英安分不能	t_map_name_10043	C.C	t_map_boss_name_10	bsx_cc	43000	42000	211	t_map_image_text_10	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10044	第44章 精英退艺演出	t_map_name_10044	初音战士	t_map_boss_name_11	bsx_chuyin	44000	43000	212	t_map_image_text_11	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10045	第45章 精英穿越尝试	t_map_name_10045	一卡螺丝	t_map_boss_name_17	bsx_ykls	45000	44000	403	t_map_image_text_17	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10046	第46章 精英定期考核	t_map_name_10046	斗人	t_map_boss_name_2	bsx_dren	46000	45000	202	t_map_image_text_2	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10047	第47章 精英特殊禁运	t_map_name_10047	炮姐	t_map_boss_name_3	bsx_ybmq	47000	46000	203	t_map_image_text_3	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10048	第48章 精英伪装者	t_map_name_10048	黑色射手	t_map_boss_name_4	bsx_heiyan	48000	47000	204	t_map_image_text_4	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10049	第49章 精英非法实验	t_map_name_10049	波波利	t_map_boss_name_5	bsx_lbli	49000	48000	205	t_map_image_text_5	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10050	第50章 精英战争遗产	t_map_name_10050	zero	t_map_boss_name_6	bsx_zero	50000	49000	206	t_map_image_text_6	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10051	第51章 精英制度更新	t_map_name_10051	骑士女皇	t_map_boss_name_21	zj_nv001	51000	50000	400	t_map_image_text_21	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10052	第52章 精英魔剑降临	t_map_name_10052	魔法剑士	t_map_boss_name_16	bsx_dyhdw	52000	51000	402	t_map_image_text_16	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10053	第53章 精英夜宵禁令	t_map_name_10053	妖妄之梦	t_map_boss_name_7	bsx_yme	53000	52000	207	t_map_image_text_7	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10054	第54章 精英减肥计划	t_map_name_10054	幽灵公主	t_map_boss_name_8	bsx_yyz	54000	53000	208	t_map_image_text_8	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10055	第55章 精英保险之殇	t_map_name_10055	红白	t_map_boss_name_9	bsx_bllm	55000	54000	209	t_map_image_text_9	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10056	第56章 精英约定失效	t_map_name_10056	C.C	t_map_boss_name_10	bsx_cc	56000	55000	211	t_map_image_text_10	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10057	第57章 精英冒牌歌迷	t_map_name_10057	初音战士	t_map_boss_name_11	bsx_chuyin	57000	56000	212	t_map_image_text_11	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10058	第58章 精英总部沦陷	t_map_name_10058	一卡螺丝	t_map_boss_name_17	bsx_ykls	58000	57000	403	t_map_image_text_17	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10059	第59章 精英新的希望	t_map_name_10059	明日少尉	t_map_boss_name_1	bsx_mrx	59000	58000	201	t_map_image_text_1	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10060	第60章 精英无能力者	t_map_name_10060	炮姐	t_map_boss_name_3	bsx_ybmq	60000	59000	203	t_map_image_text_3	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10061	第61章 精英无药可救	t_map_name_10061	黑色射手	t_map_boss_name_4	bsx_heiyan	61000	60000	204	t_map_image_text_4	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10062	第62章 精英傲娇无言	t_map_name_10062	波波利	t_map_boss_name_5	bsx_lbli	62000	61000	205	t_map_image_text_5	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10063	第63章 精英失控的爱	t_map_name_10063	zero	t_map_boss_name_6	bsx_zero	63000	62000	206	t_map_image_text_6	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10064	第64章 精英尝试逃离	t_map_name_10064	灼眼公主	t_map_boss_name_15	bsx_xiana	64000	63000	401	t_map_image_text_15	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10065	第65章 精英无处躲藏	t_map_name_10065	妖妄之梦	t_map_boss_name_7	bsx_yme	65000	64000	207	t_map_image_text_7	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10066	第66章 精英任性	t_map_name_10066	幽灵公主	t_map_boss_name_8	bsx_yyz	66000	65000	208	t_map_image_text_8	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10067	第67章 精英尊严之战	t_map_name_10067	红白	t_map_boss_name_9	bsx_bllm	67000	66000	209	t_map_image_text_9	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10068	第68章 精英知情人士	t_map_name_10068	C.C	t_map_boss_name_10	bsx_cc	68000	67000	211	t_map_image_text_10	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10069	第69章 精英脑控传说	t_map_name_10069	初音战士	t_map_boss_name_11	bsx_chuyin	69000	68000	212	t_map_image_text_11	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10070	第70章 精英过程放大	t_map_name_10070	骑士女皇	t_map_boss_name_21	zj_nv001	70000	69000	400	t_map_image_text_21	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10071	第71章 精英故意放水	t_map_name_10071	斗人	t_map_boss_name_2	bsx_dren	71000	70000	202	t_map_image_text_2	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10072	第72章 精英反叛者	t_map_name_10072	炮姐	t_map_boss_name_3	bsx_ybmq	72000	71000	203	t_map_image_text_3	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10073	第73章 精英英雄反目	t_map_name_10073	黑色射手	t_map_boss_name_4	bsx_heiyan	73000	72000	204	t_map_image_text_4	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10074	第74章 精英午时已到	t_map_name_10074	波波利	t_map_boss_name_5	bsx_lbli	74000	73000	205	t_map_image_text_5	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10075	第75章 精英罪恶之花	t_map_name_10075	zero	t_map_boss_name_6	bsx_zero	75000	74000	206	t_map_image_text_6	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10076	第76章 精英海市蜃楼	t_map_name_10076	魔法剑士	t_map_boss_name_16	bsx_dyhdw	76000	75000	402	t_map_image_text_16	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10077	第77章 精英忠犬属性	t_map_name_10077	妖妄之梦	t_map_boss_name_7	bsx_yme	77000	76000	207	t_map_image_text_7	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10078	第78章 精英爱意惩罚	t_map_name_10078	幽灵公主	t_map_boss_name_8	bsx_yyz	78000	77000	208	t_map_image_text_8	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10079	第79章 精英秩序之光	t_map_name_10079	红白	t_map_boss_name_9	bsx_bllm	79000	78000	209	t_map_image_text_9	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10080	第80章 精英爆发集结	t_map_name_10080	C.C	t_map_boss_name_10	bsx_cc	80000	79000	211	t_map_image_text_10	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10081	第81章 精英偶像名义	t_map_name_10081	初音战士	t_map_boss_name_11	bsx_chuyin	81000	80000	212	t_map_image_text_11	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10082	第82章 精英完美穿越	t_map_name_10082	一卡螺丝	t_map_boss_name_17	bsx_ykls	82000	81000	403	t_map_image_text_17	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10083	第83章 精英新的危机	t_map_name_10083	明日少尉	t_map_boss_name_1	bsx_mrx	83000	82000	201	t_map_image_text_1	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10084	第84章 精英底裤女神	t_map_name_10084	炮姐	t_map_boss_name_3	bsx_ybmq	84000	83000	203	t_map_image_text_3	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10085	第85章 精英英雄沦陷	t_map_name_10085	黑色射手	t_map_boss_name_4	bsx_heiyan	85000	84000	204	t_map_image_text_4	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
10086	第86章 精英猎虫使者	t_map_name_10086	波波利	t_map_boss_name_5	bsx_lbli	86000	85000	205	t_map_image_text_5	4	1	1	50000	0	1	2	30	0	1	5	20	0	2	50140001	60	0	8	1	1	75000	0	1	2	60	0	1	5	30	0	2	50140001	120	0	12	1	1	75000	0	1	2	90	0	1	5	40	0	2	50140001	180	0
