INT	STRING	STRING	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
60020041	蓝冰护符碎片A	t_item_name_60020041	2	6001		合成蓝冰护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60020041		2004	10	90	70				40	6|7|8
60020042	蓝冰护符碎片B	t_item_name_60020042	2	6001		合成蓝冰护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60020042		2004	11	90	70				40	6|7|8
60020043	蓝冰护符碎片C	t_item_name_60020043	2	6001		合成蓝冰护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60020043		2004	12	90	70				40	6|7|8
60030011	紫云之链碎片A	t_item_name_60030011	3	6001		合成紫云之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030011		3001	13	50	30				120	6|7|8
60030012	紫云之链碎片B	t_item_name_60030012	3	6001		合成紫云之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030012		3001	14	50	30				120	6|7|8
60030013	紫云之链碎片C	t_item_name_60030013	3	6001		合成紫云之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030013		3001	15	50	30				120	6|7|8
60030014	紫云之链碎片D	t_item_name_60030014	3	6001		合成紫云之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030014		3001	16	50	30				120	6|7|8
60030021	紫云之戒碎片A	t_item_name_60030021	3	6001		合成紫云之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030021		3002	17	50	30				120	6|7|8
60030022	紫云之戒碎片B	t_item_name_60030022	3	6001		合成紫云之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030022		3002	18	50	30				120	6|7|8
60030023	紫云之戒碎片C	t_item_name_60030023	3	6001		合成紫云之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030023		3002	19	50	30				120	6|7|8
60030024	紫云之戒碎片D	t_item_name_60030024	3	6001		合成紫云之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030024		3002	20	50	30				120	6|7|8
60030031	紫云徽章碎片A	t_item_name_60030031	3	6001		合成紫云徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030031		3003	21	50	30				120	6|7|8
60030032	紫云徽章碎片B	t_item_name_60030032	3	6001		合成紫云徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030032		3003	22	50	30				120	6|7|8
60030033	紫云徽章碎片C	t_item_name_60030033	3	6001		合成紫云徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030033		3003	23	50	30				120	6|7|8
60030034	紫云徽章碎片D	t_item_name_60030034	3	6001		合成紫云徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030034		3003	24	50	30				120	6|7|8
60030041	紫云护符碎片A	t_item_name_60030041	3	6001		合成紫云护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030041		3004	25	50	30				120	6|7|8
60030042	紫云护符碎片B	t_item_name_60030042	3	6001		合成紫云护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030042		3004	26	50	30				120	6|7|8
60030043	紫云护符碎片C	t_item_name_60030043	3	6001		合成紫云护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030043		3004	27	50	30				120	6|7|8
60030044	紫云护符碎片D	t_item_name_60030044	3	6001		合成紫云护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60030044		3004	28	50	30				120	6|7|8
60040011	荣耀之链碎片A	t_item_name_60040011	4	6001		合成荣耀之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040011		4001	29	30	15				400	6|7|8
60040012	荣耀之链碎片B	t_item_name_60040012	4	6001		合成荣耀之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040012		4001	30	30	15				400	6|7|8
60040013	荣耀之链碎片C	t_item_name_60040013	4	6001		合成荣耀之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040013		4001	31	30	15				400	6|7|8
60040014	荣耀之链碎片D	t_item_name_60040014	4	6001		合成荣耀之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040014		4001	32	30	15				400	6|7|8
60040015	荣耀之链碎片E	t_item_name_60040015	4	6001		合成荣耀之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040015		4001	33	30	15				400	6|7|8
60040021	荣耀之戒碎片A	t_item_name_60040021	4	6001		合成荣耀之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040021		4002	34	30	15				400	6|7|8
60040022	荣耀之戒碎片B	t_item_name_60040022	4	6001		合成荣耀之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040022		4002	35	30	15				400	6|7|8
60040023	荣耀之戒碎片C	t_item_name_60040023	4	6001		合成荣耀之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040023		4002	36	30	15				400	6|7|8
60040024	荣耀之戒碎片D	t_item_name_60040024	4	6001		合成荣耀之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040024		4002	37	30	15				400	6|7|8
60040025	荣耀之戒碎片E	t_item_name_60040025	4	6001		合成荣耀之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040025		4002	38	30	15				400	6|7|8
60040031	荣耀徽章碎片A	t_item_name_60040031	4	6001		合成荣耀徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040031		4003	39	30	15				400	6|7|8
60040032	荣耀徽章碎片B	t_item_name_60040032	4	6001		合成荣耀徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040032		4003	40	30	15				400	6|7|8
60040033	荣耀徽章碎片C	t_item_name_60040033	4	6001		合成荣耀徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040033		4003	41	30	15				400	6|7|8
60040034	荣耀徽章碎片D	t_item_name_60040034	4	6001		合成荣耀徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040034		4003	42	30	15				400	6|7|8
60040035	荣耀徽章碎片E	t_item_name_60040035	4	6001		合成荣耀徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040035		4003	43	30	15				400	6|7|8
60040041	荣耀护符碎片A	t_item_name_60040041	4	6001		合成荣耀护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040041		4004	44	30	15				400	6|7|8
60040042	荣耀护符碎片B	t_item_name_60040042	4	6001		合成荣耀护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040042		4004	45	30	15				400	6|7|8
60040043	荣耀护符碎片C	t_item_name_60040043	4	6001		合成荣耀护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040043		4004	46	30	15				400	6|7|8
60040044	荣耀护符碎片D	t_item_name_60040044	4	6001		合成荣耀护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040044		4004	47	30	15				400	6|7|8
60040045	荣耀护符碎片E	t_item_name_60040045	4	6001		合成荣耀护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60040045		4004	48	30	15				400	6|7|8
60050011	明光之链碎片A	t_item_name_60050011	5	6001		合成明光之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050011		5001	49	20	10				850	7|21
60050012	明光之链碎片B	t_item_name_60050012	5	6001		合成明光之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050012		5001	50	20	10				850	7|21
60050013	明光之链碎片C	t_item_name_60050013	5	6001		合成明光之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050013		5001	51	20	10				850	7|21
60050014	明光之链碎片D	t_item_name_60050014	5	6001		合成明光之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050014		5001	52	20	10				850	7|21
60050015	明光之链碎片E	t_item_name_60050015	5	6001		合成明光之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050015		5001	53	20	10				850	7|21
60050016	明光之链碎片F	t_item_name_60050016	5	6001		合成明光之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050016		5001	54	20	10				850	7|21
60050021	明光之戒碎片A	t_item_name_60050021	5	6001		合成明光之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050021		5002	55	20	10				850	7|21
60050022	明光之戒碎片B	t_item_name_60050022	5	6001		合成明光之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050022		5002	56	20	10				850	7|21
60050023	明光之戒碎片C	t_item_name_60050023	5	6001		合成明光之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050023		5002	57	20	10				850	7|21
60050024	明光之戒碎片D	t_item_name_60050024	5	6001		合成明光之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050024		5002	58	20	10				850	7|21
60050025	明光之戒碎片E	t_item_name_60050025	5	6001		合成明光之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050025		5002	59	20	10				850	7|21
60050026	明光之戒碎片F	t_item_name_60050026	5	6001		合成明光之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050026		5002	60	20	10				850	7|21
60050031	明光徽章碎片A	t_item_name_60050031	5	6001		合成明光徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050031		5003	61	20	10				850	7|21
60050032	明光徽章碎片B	t_item_name_60050032	5	6001		合成明光徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050032		5003	62	20	10				850	7|21
60050033	明光徽章碎片C	t_item_name_60050033	5	6001		合成明光徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050033		5003	63	20	10				850	7|21
60050034	明光徽章碎片D	t_item_name_60050034	5	6001		合成明光徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050034		5003	64	20	10				850	7|21
60050035	明光徽章碎片E	t_item_name_60050035	5	6001		合成明光徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050035		5003	65	20	10				850	7|21
60050036	明光徽章碎片F	t_item_name_60050036	5	6001		合成明光徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050036		5003	66	20	10				850	7|21
60050041	明光护符碎片A	t_item_name_60050041	5	6001		合成明光护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050041		5004	67	20	10				850	7|21
60050042	明光护符碎片B	t_item_name_60050042	5	6001		合成明光护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050042		5004	68	20	10				850	7|21
60050043	明光护符碎片C	t_item_name_60050043	5	6001		合成明光护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050043		5004	69	20	10				850	7|21
60050044	明光护符碎片D	t_item_name_60050044	5	6001		合成明光护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050044		5004	70	20	10				850	7|21
60050045	明光护符碎片E	t_item_name_60050045	5	6001		合成明光护符的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050045		5004	71	20	10				850	7|21
60050046	明光之链碎片F	t_item_name_60050046	5	6001		合成明光之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60050046		5004	72	20	10				850	7|21
60120011	蓝晶石碎片A	t_item_name_60120011	2	6001		合成蓝晶石的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60120011		12001	73	90	70				40	6|7|8
60120012	蓝晶石碎片B	t_item_name_60120012	2	6001		合成蓝晶石的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60120012		12001	74	90	70				40	6|7|8
60120013	蓝晶石碎片C	t_item_name_60120013	2	6001		合成蓝晶石的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60120013		12001	75	90	70				40	6|7|8
60130011	紫晶石碎片A	t_item_name_60130011	3	6001		合成紫晶石的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60130011		13001	76	50	30				120	6|7|8
60130012	紫晶石碎片B	t_item_name_60130012	3	6001		合成紫晶石的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60130012		13001	77	50	30				120	6|7|8
60130013	紫晶石碎片C	t_item_name_60130013	3	6001		合成紫晶石的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60130013		13001	78	50	30				120	6|7|8
60130014	紫晶石碎片D	t_item_name_60130014	3	6001		合成紫晶石的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60130014		13001	79	50	30				120	6|7|8
90010006	忆·强袭天使	t_item_name_90010006	3	9001	ts_tx006	我以前拆过无数星球	t_item_desc_90010006		6				50			100	16|17|18
90010007	忆·炮击天使	t_item_name_90010007	3	9001	ts_tx007	你喜欢双马尾吗	t_item_desc_90010007		7				50			100	16|17|18
90010008	忆·斩击天使	t_item_name_90010008	3	9001	ts_tx008	暴力可以解决一切	t_item_desc_90010008		8				50			100	16|17|18
90010024	忆·女武神	t_item_name_90010024	3	9001	ts_tx146	我的剑刃愿为您效劳	t_item_desc_90010024		24				50			100	16|17|18|19
90010027	忆·机甲将军	t_item_name_90010027	3	9001	ts_tx027	谁来和我刚正面	t_item_desc_90010027		27				50			100	16|17|18|19
90010035	忆·机械女仆	t_item_name_90010035	3	9001	ts_tx035	谨遵吩咐，主人	t_item_desc_90010035		35				50			100	16|17|18|19
90010036	忆·黄金神王	t_item_name_90010036	3	9001	ts_tx115	神明就是绝对的存在	t_item_desc_90010036		36				50			100	16|17|18|19
90010042	忆·青鬼王	t_item_name_90010042	3	9001	ts_tx217	来喝一杯吧，少年	t_item_desc_90010042		42				50			100	16|17|18|19
90010049	忆·夜魇	t_item_name_90010049	3	9001	ts_tx220	黑暗来了害怕吗？	t_item_desc_90010049		49				50			100	16|17|18|19
90010052	忆·月兔	t_item_name_90010052	3	9001	ts_tx219	别盯着人家的裙子看好吗	t_item_desc_90010052		52				50			100	16|17|18|19
90010053	忆·欲望君主	t_item_name_90010053	3	9001	ts_tx053	说出你的欲望吧，呵呵呵	t_item_desc_90010053		53				50			100	16|17|18|19
90010055	忆·妖狐少女	t_item_name_90010055	3	9001	ts_tx208	请宠爱我吧	t_item_desc_90010055		55				50			100	16|17|18
90010057	忆·赤鬼王	t_item_name_90010057	3	9001	ts_tx218	杀戮的欲望正在高涨	t_item_desc_90010057		57				50			100	16|17|18
90010059	忆·白蛇妖	t_item_name_90010059	3	9001	ts_tx214	你是否觉得我很漂亮？	t_item_desc_90010059		59				50			100	16|17|18
90010062	忆·雪女	t_item_name_90010062	3	9001	ts_tx062	好…好冷哟…（哆嗦着）	t_item_desc_90010062		62				50			100	16|17|18
90010066	忆·九尾妖狐	t_item_name_90010066	3	9001	ts_tx212	我们去找点真正的乐子吧	t_item_desc_90010066		66				50			100	16|17|18
90010067	忆·鬼巫女	t_item_name_90010067	3	9001	ts_tx211	感受我的痛苦吧！	t_item_desc_90010067		67				50			100	16|17|18
90010069	忆·座敷童子	t_item_name_90010069	3	9001	ts_tx215	你的痛苦由我来驱散	t_item_desc_90010069		69				50			100	16|17|18
90010100	忆·穿越者	t_item_name_90010100	3	9001	ts_t01	宇宙的和平由我来守护	t_item_desc_90010100		100				50			100	16|17|18
90010101	忆·钢妹	t_item_name_90010101	3	9001	ts_tx200	需要我来帮忙吗	t_item_desc_90010101		101				50			100	16|17|18
90010201	忆·明日少尉	t_item_name_90010201	4	9001	ts_t05	有值得本小姐出马的战斗吗	t_item_desc_90010201		201				300			600	16|17|18
90010202	忆·斗人	t_item_name_90010202	4	9001	ts_tx125	给我找些更强的敌人	t_item_desc_90010202		202				300			600	16|17|18|19
90010203	忆·炮姐	t_item_name_90010203	4	9001	ts_tx131	你想要硬币吗	t_item_desc_90010203		203				300			600	16|17|18|19
90010204	忆·黑色射手	t_item_name_90010204	4	9001	ts_tx136	让我的火焰烧尽一切黑暗	t_item_desc_90010204		204				300			600	16|17|18|19
90010205	忆·波波利	t_item_name_90010205	4	9001	ts_tx129	我不知道做什么表情才好	t_item_desc_90010205		205				300			600	16|17|18|19
90010206	忆·zero	t_item_name_90010206	4	9001	ts_tx135	感受我的拥抱吧	t_item_desc_90010206		206				300			600	16|17|18|19
90010207	忆·妖妄之梦	t_item_name_90010207	4	9001	ts_tx130	你能带我出去玩儿吗	t_item_desc_90010207		207				300			600	16|17|18|19
90010208	忆·幽灵公主	t_item_name_90010208	4	9001	ts_tx134	来冥界吧，很好玩儿的哟	t_item_desc_90010208		208				300			600	16|17|18|19
90010209	忆·红白	t_item_name_90010209	4	9001	ts_tx126	快让我去斩妖除魔吧	t_item_desc_90010209		209				300			600	16|17|18|19
90010211	忆·C.C	t_item_name_90010211	4	9001	ts_tx204	听说，这里有披萨	t_item_desc_90010211		211				300			600	16|17|18
90010212	忆·初音战士	t_item_name_90010212	4	9001	ts_tx205	大家有想我吗	t_item_desc_90010212		212				300			600	16|17|18
90010213	忆·奈亚酱	t_item_name_90010213	4	9001	ts_xtx213	我是始终面带微笑潜行到你身边的混沌	t_item_desc_90010213		213				300			600	16|17|18
90010214	忆·黑子	t_item_name_90010214	4	9001	ts_xtx214	我是风纪委员，接到报案前来	t_item_desc_90010214		214				300			600	16|17|18
90010215	忆·紫妈	t_item_name_90010215	4	9001	ts_xtx215	此身可是永远十七岁的青春美少女	t_item_desc_90010215		215				300			600	16|17|18
90010401	忆·灼眼公主	t_item_name_90010401	4	9001	ts_tx145	你不是一个人在战斗	t_item_desc_90010401		401				300			600	16|17|18
90010402	忆·魔剑士	t_item_name_90010402	4	9001	ts_tx207	跟随我的指引，坠入深渊	t_item_desc_90010402		402				300			600	16|17|18
90010403	忆·一卡螺丝	t_item_name_90010403	4	9001	ts_tx224	让我来保护你，我的主人	t_item_desc_90010403		403				300			600	16|17|18
90010404	忆·火女	t_item_name_90010502	4	9001	ts_xtx404	我的火焰可不是一般的火焰能比的	t_item_desc_90010404		404				300			600	16|17|18
90010405	忆·女仆长	t_item_name_90010404	4	9001	ts_xtx405	忠实的仆从懂得鞭挞，我也不例外	t_item_desc_90010405		405				300			600	16|17|18
90010406	忆·双枪少女	t_item_name_90010405	4	9001	ts_xtx406	武侦守则第一条：相信同伴，帮助同伴。	t_item_desc_90010406		406				300			600	16|17|18
90010400	忆·骑士女皇	t_item_name_90010400	5	9001	ts_t04	遵从召唤而来，我的主人	t_item_desc_90010400		400				2000			4000	16|17|18|19
90010500	忆·阿丝奈	t_item_name_90010500	5	9001	ts_xtx500	为了你我可以献出我的全部	t_item_desc_90010500		500				2000			4000	16|17|18|19
90010501	忆·狂姗	t_item_name_90010501	5	9001	ts_xtx501	你可是比蛋糕还美味千百倍的猎物	t_item_desc_90010501		501				2000			4000	16|17|18|19
90010502	忆·召唤师	t_item_name_90010503	5	9001	ts_xtx502	姐这魔术素质，600年内都无人能及。	t_item_desc_90010502		502				2000			4000	16|17|18|19
90010503	忆·三竹立	t_item_name_90010504	5	9001	ts_xtx503	我很强，非常的强，比你们要强得多！	t_item_desc_90010503		503				2000			4000	16|17|18|19
90010504	忆·蝴蝶	t_item_name_90010505	5	9001	ts_xtx504	相信自己可以做到，因为我已经属于你了	t_item_desc_90010504		504				2000			4000	16|17|18|19
90010505	忆·白音	t_item_name_90010506	5	9001	ts_xtx505	我们..终于..见面了..	t_item_desc_90010505		505				2000			4000	16|17|18|19
100011001	钢铁猎犬碎片	t_item_name_100011001	2	10001	cwic_lc002	收集25个可以合成钢铁猎犬，同时也是钢铁猎犬升星的材料	t_item_desc_100011001		1001	25						100	22
100011002	人面甲虫碎片	t_item_name_100011002	2	10001	cwic_lc001	收集25个可以合成人面甲虫，同时也是人面甲虫升星的材料	t_item_desc_100011002		1002	25						100	22
100012001	银河武士碎片	t_item_name_100012001	3	10001	cwic_zc001	收集50个可以合成银河武士，同时也是银河武士升星的材料	t_item_desc_100012001		2001	50						150	22
100012002	自由仙女碎片	t_item_name_100012002	3	10001	cwic_zc002	收集50个可以合成自由仙女，同时也是自由仙女升星的材料	t_item_desc_100012002		2002	50						150	22
100013001	机械制裁者碎片	t_item_name_100013001	4	10001	cwic_jc002	收集75个可以合成机械制裁者，同时也是机械制裁者升星的材料	t_item_desc_100013001		3001	75						200	
100013002	天空守护者碎片	t_item_name_100013002	4	10001	cwic_jc001	收集75个可以合成天空守护者，同时也是天空守护者升星的材料	t_item_desc_100013002		3002	75						200	
110010001	星界石	t_item_name_110010001	4	11001	cwtb_xjs	宠物升星时使用的材料	t_item_desc_110010001						10			2	22
110020001	普通饲料	t_item_name_110020001	1	11002	cwsl_001	可用于宠物升级，增加10000点宠物经验	t_item_desc_110020001		10000				10			10	22|23
110020002	高级饲料	t_item_name_110020002	2	11002	cwsl_002	可用于宠物升级，增加50000点宠物经验	t_item_desc_110020002		50000				10			50	22
110020003	顶级饲料	t_item_name_110020003	3	11002	cwsl_003	可用于宠物升级，增加100000点宠物经验	t_item_desc_110020003		100000				10			100	22
110020004	极品饲料	t_item_name_110020004	4	11002	cwsl_004	可用于宠物升级，增加1000000点宠物经验	t_item_desc_110020004		1000000				10			1000	
110030101	F级血统证	t_item_name_110030101	0	11003	xtz_001	用于宠物进阶的白色材料，装备后可增加宠物属性	t_item_desc_110030101						5			10	12|22|23|24
110030102	F级战斗证	t_item_name_110030102	0	11003	zdz_001	用于宠物进阶的白色材料，装备后可增加宠物属性	t_item_desc_110030102						5			10	12|22|23|24
110030103	F级健康证	t_item_name_110030103	0	11003	jkz_001	用于宠物进阶的白色材料，装备后可增加宠物属性	t_item_desc_110030103						5			10	12|22|23|24
110030104	F级饲养证	t_item_name_110030104	0	11003	syz_001	用于宠物进阶的白色材料，装备后可增加宠物属性	t_item_desc_110030104						5			10	12|22|23|24
110030201	E级血统证	t_item_name_110030201	1	11003	xtz_002	用于宠物进阶的绿色材料，装备后可增加宠物属性	t_item_desc_110030201						14			29	12|22|23|24
110030202	E级战斗证	t_item_name_110030202	1	11003	zdz_002	用于宠物进阶的绿色材料，装备后可增加宠物属性	t_item_desc_110030202						14			29	12|22|23|24
110030203	E级健康证	t_item_name_110030203	1	11003	jkz_002	用于宠物进阶的绿色材料，装备后可增加宠物属性	t_item_desc_110030203						14			29	12|22|23|24
110030204	E级饲养证	t_item_name_110030204	1	11003	syz_002	用于宠物进阶的绿色材料，装备后可增加宠物属性	t_item_desc_110030204						14			29	12|22|23|24
110030301	D级血统证	t_item_name_110030301	2	11003	xtz_003	用于宠物进阶的蓝色材料，装备后可增加宠物属性	t_item_desc_110030301						76			150	12|22|24
110030302	D级战斗证	t_item_name_110030302	2	11003	zdz_003	用于宠物进阶的蓝色材料，装备后可增加宠物属性	t_item_desc_110030302						76			150	12|22|24
110030303	D级健康证	t_item_name_110030303	2	11003	jkz_003	用于宠物进阶的蓝色材料，装备后可增加宠物属性	t_item_desc_110030303						76			150	12|22|24
110030304	D级饲养证	t_item_name_110030304	2	11003	syz_003	用于宠物进阶的蓝色材料，装备后可增加宠物属性	t_item_desc_110030304						76			150	12|22|24
110030401	C级血统证	t_item_name_110030401	3	11003	xtz_004	用于宠物进阶的紫色材料，装备后可增加宠物属性	t_item_desc_110030401						344			685	12|22|24
110030402	C级战斗证	t_item_name_110030402	3	11003	zdz_004	用于宠物进阶的紫色材料，装备后可增加宠物属性	t_item_desc_110030402						344			685	12|22|24
110030403	C级健康证	t_item_name_110030403	3	11003	jkz_004	用于宠物进阶的紫色材料，装备后可增加宠物属性	t_item_desc_110030403						344			685	12|22|24
110030404	C级饲养证	t_item_name_110030404	3	11003	syz_004	用于宠物进阶的紫色材料，装备后可增加宠物属性	t_item_desc_110030404						344			685	12|22|24
110030501	B级血统证	t_item_name_110030501	4	11003	xtz_005	用于宠物进阶的橙色材料，装备后可增加宠物属性	t_item_desc_110030501						1214			2425	12|22|24
110030502	B级战斗证	t_item_name_110030502	4	11003	zdz_005	用于宠物进阶的橙色材料，装备后可增加宠物属性	t_item_desc_110030502						1214			2425	12|22|24
110030503	B级健康证	t_item_name_110030503	4	11003	jkz_005	用于宠物进阶的橙色材料，装备后可增加宠物属性	t_item_desc_110030503						1214			2425	12|22|24
110030504	B级饲养证	t_item_name_110030504	4	11003	syz_005	用于宠物进阶的橙色材料，装备后可增加宠物属性	t_item_desc_110030504						1214			2425	12|22|24
110030601	A级血统证	t_item_name_110030601	5	11003	xtz_006	用于宠物进阶的红色材料，装备后可增加宠物属性	t_item_desc_110030601						4888			9775	24
110030602	A级战斗证	t_item_name_110030602	5	11003	zdz_006	用于宠物进阶的红色材料，装备后可增加宠物属性	t_item_desc_110030602						4888			9775	24
110030603	A级健康证	t_item_name_110030603	5	11003	jkz_006	用于宠物进阶的红色材料，装备后可增加宠物属性	t_item_desc_110030603						4888			9775	24
110030604	A级饲养证	t_item_name_110030604	5	11003	syz_006	用于宠物进阶的红色材料，装备后可增加宠物属性	t_item_desc_110030604						4888			9775	24
110030701	S级血统证	t_item_name_110030701	6	11003	xtz_007	用于宠物进阶的金色材料，装备后可增加宠物属性	t_item_desc_110030701						10238			20475	24
110030702	S级战斗证	t_item_name_110030702	6	11003	zdz_007	用于宠物进阶的金色材料，装备后可增加宠物属性	t_item_desc_110030702						10238			20475	24
110030703	S级健康证	t_item_name_110030703	6	11003	jkz_007	用于宠物进阶的金色材料，装备后可增加宠物属性	t_item_desc_110030703						10238			20475	24
110030704	S级饲养证	t_item_name_110030704	6	11003	syz_007	用于宠物进阶的金色材料，装备后可增加宠物属性	t_item_desc_110030704						10238			20475	24
