INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
109001	战斗力达到1万	t_target_desc_109001	tphd_i008	1		18	10000	10000		1	1	50000	0
109002	战斗力达到3万	t_target_desc_109002	tphd_i008	1	109001	18	30000	30000		1	1	100000	0
109003	战斗力达到10万	t_target_desc_109003	tphd_i008	1	109002	18	100000	100000		1	1	150000	0
109004	战斗力达到25万	t_target_desc_109004	tphd_i008	1	109003	18	250000	250000		1	2	400	0
109005	战斗力达到50万	t_target_desc_109005	tphd_i008	1	109004	18	500000	500000		1	2	500	0
109006	战斗力达到100万	t_target_desc_109006	tphd_i008	1	109005	18	1000000	1000000		1	2	600	0
109007	战斗力达到200万	t_target_desc_109007	tphd_i008	1	109006	18	2000000	2000000		1	2	700	0
109008	战斗力达到400万	t_target_desc_109008	tphd_i008	1	109007	18	4000000	4000000		1	2	800	0
109009	战斗力达到600万	t_target_desc_109009	tphd_i008	1	109008	18	6000000	6000000		1	2	900	
109010	战斗力达到800万	t_target_desc_109010	tphd_i008	1	109009	18	8000000	8000000		1	2	1000	0
109011	战斗力达到1200万	t_target_desc_109011	tphd_i008	1	109010	18	12000000	12000000		1	2	1200	0
109012	战斗力达到1600万	t_target_desc_109012	tphd_i008	1	109011	18	16000000	16000000		1	2	1600	0
109013	战斗力达到2000万	t_target_desc_109013	tphd_i008	1	109012	18	20000000	20000000		1	2	2000	0
109014	战斗力达到3000万	t_target_desc_109014	tphd_i008	1	109013	18	30000000	30000000		1	2	2500	0
109015	战斗力达到4000万	t_target_desc_109015	tphd_i008	1	109014	18	40000000	40000000		1	2	3000	0
109016	战斗力达到5000万	t_target_desc_109016	tphd_i008	1	109015	18	50000000	50000000		1	2	3500	0
109017	战斗力达到6000万	t_target_desc_109017	tphd_i008	1	109016	18	60000000	60000000		1	2	4000	0
109018	战斗力达到7000万	t_target_desc_109018	tphd_i008	1	109017	18	70000000	70000000		1	2	4500	0
109019	战斗力达到8000万	t_target_desc_109019	tphd_i008	1	109018	18	80000000	80000000		1	2	5000	0
109020	战斗力达到9000万	t_target_desc_109020	tphd_i008	1	109019	18	90000000	90000000		1	2	5500	0
109021	战斗力达到10000万	t_target_desc_109021	tphd_i008	1	109020	18	100000000	100000000		1	2	6000	0
109022	战斗力达到12000万	t_target_desc_109022	tphd_i008	1	109021	18	120000000	120000000		1	2	6500	0
109023	战斗力达到14000万	t_target_desc_109023	tphd_i008	1	109022	18	140000000	140000000		1	2	7000	0
109024	战斗力达到16000万	t_target_desc_109024	tphd_i008	1	109023	18	160000000	160000000		1	2	7500	0
109025	战斗力达到18000万	t_target_desc_109025	tphd_i008	1	109024	18	180000000	180000000		1	2	8000	0
109026	战斗力达到20000万	t_target_desc_109026	tphd_i008	1	109025	18	200000000	200000000		1	2	8500	0
109027	战斗力达到22000万	t_target_desc_109027	tphd_i008	1	109026	18	220000000	220000000		1	2	9000	0
109028	战斗力达到24000万	t_target_desc_109028	tphd_i008	1	109027	18	240000000	240000000		1	2	9500	0
109029	战斗力达到26000万	t_target_desc_109029	tphd_i008	1	109028	18	260000000	260000000		1	2	10000	0
109030	战斗力达到28000万	t_target_desc_109030	tphd_i008	1	109029	18	280000000	280000000		1	2	10000	0
109031	战斗力达到30000万	t_target_desc_109031	tphd_i008	1	109030	18	300000000	300000000		1	2	10000	0
109032	战斗力达到32000万	t_target_desc_109032	tphd_i008	1	109031	18	320000000	320000000		1	2	10000	0
109033	战斗力达到34000万	t_target_desc_109033	tphd_i008	1	109032	18	340000000	340000000		1	2	10000	0
109034	战斗力达到36000万	t_target_desc_109034	tphd_i008	1	109033	18	360000000	360000000		1	2	10000	0
109035	战斗力达到38000万	t_target_desc_109035	tphd_i008	1	109034	18	380000000	380000000		1	2	10000	0
109036	战斗力达到40000万	t_target_desc_109036	tphd_i008	1	109035	18	400000000	400000000		1	2	10000	0
109037	战斗力达到50000万	t_target_desc_109037	tphd_i008	1	109036	18	500000000	500000000		1	2	10000	0
109038	战斗力达到60000万	t_target_desc_109038	tphd_i008	1	109037	18	600000000	600000000		1	2	10000	0
109039	战斗力达到70000万	t_target_desc_109039	tphd_i008	1	109038	18	700000000	700000000		1	2	10000	0
109040	战斗力达到80000万	t_target_desc_109040	tphd_i008	1	109039	18	800000000	800000000		1	2	10000	0
109041	战斗力达到90000万	t_target_desc_109041	tphd_i008	1	109040	18	900000000	900000000		1	2	10000	0
110001	星河秘境达到10星	t_target_desc_110001	icon_hd_xhmj	1		19	10	10		1	6	1000	0
110002	星河秘境达到20星	t_target_desc_110002	icon_hd_xhmj	1	110001	19	20	20		1	6	1200	0
110003	星河秘境达到30星	t_target_desc_110003	icon_hd_xhmj	1	110002	19	30	30		1	6	1400	0
110004	星河秘境达到40星	t_target_desc_110004	icon_hd_xhmj	1	110003	19	40	40		1	6	1600	0
110005	星河秘境达到50星	t_target_desc_110005	icon_hd_xhmj	1	110004	19	50	50		1	6	1800	0
110006	星河秘境达到60星	t_target_desc_110006	icon_hd_xhmj	1	110005	19	60	60		1	6	2000	0
110007	星河秘境达到70星	t_target_desc_110007	icon_hd_xhmj	1	110006	19	70	70		1	6	2200	0
110008	星河秘境达到80星	t_target_desc_110008	icon_hd_xhmj	1	110007	19	80	80		1	6	2400	0
110009	星河秘境达到90星	t_target_desc_110009	icon_hd_xhmj	1	110008	19	90	90		1	6	2600	0
110010	星河秘境达到100星	t_target_desc_110010	icon_hd_xhmj	1	110009	19	100	100		1	6	2800	0
110011	星河秘境达到110星	t_target_desc_110011	icon_hd_xhmj	1	110010	19	110	110		1	6	3000	0
110012	星河秘境达到120星	t_target_desc_110012	icon_hd_xhmj	1	110011	19	120	120		1	6	3200	0
110013	星河秘境达到130星	t_target_desc_110013	icon_hd_xhmj	1	110012	19	130	130		1	6	3400	0
110014	星河秘境达到140星	t_target_desc_110014	icon_hd_xhmj	1	110013	19	140	140		1	6	3600	0
110015	星河秘境达到150星	t_target_desc_110015	icon_hd_xhmj	1	110014	19	150	150		1	6	3800	0
110016	星河秘境达到160星	t_target_desc_110016	icon_hd_xhmj	1	110015	19	160	160		1	6	4000	0
110017	星河秘境达到170星	t_target_desc_110017	icon_hd_xhmj	1	110016	19	170	170		1	6	4200	0
110018	星河秘境达到180星	t_target_desc_110018	icon_hd_xhmj	1	110017	19	180	180		1	6	4400	0
110019	星河秘境达到190星	t_target_desc_110019	icon_hd_xhmj	1	110018	19	190	190		1	6	4600	0
110020	星河秘境达到200星	t_target_desc_110020	icon_hd_xhmj	1	110019	19	200	200		1	6	4800	0
110021	星河秘境达到210星	t_target_desc_110021	icon_hd_xhmj	1	110020	19	210	210		1	6	5000	0
110022	星河秘境达到220星	t_target_desc_110022	icon_hd_xhmj	1	110021	19	220	220		1	6	5200	0
110023	星河秘境达到230星	t_target_desc_110023	icon_hd_xhmj	1	110022	19	230	230		1	6	5400	0
110024	星河秘境达到240星	t_target_desc_110024	icon_hd_xhmj	1	110023	19	240	240		1	6	5600	0
110025	星河秘境达到250星	t_target_desc_110025	icon_hd_xhmj	1	110024	19	250	250		1	6	5800	0
110026	星河秘境达到260星	t_target_desc_110026	icon_hd_xhmj	1	110025	19	260	260		1	6	6000	0
110027	星河秘境达到270星	t_target_desc_110027	icon_hd_xhmj	1	110026	19	270	270		1	6	6200	0
110028	星河秘境达到280星	t_target_desc_110028	icon_hd_xhmj	1	110027	19	280	280		1	6	6400	0
110029	星河秘境达到290星	t_target_desc_110029	icon_hd_xhmj	1	110028	19	290	290		1	6	6600	0
110030	星河秘境达到300星	t_target_desc_110030	icon_hd_xhmj	1	110029	19	300	300		1	6	6800	0
110031	星河秘境达到310星	t_target_desc_110031	icon_hd_xhmj	1	110030	19	310	310		1	6	7000	0
110032	星河秘境达到320星	t_target_desc_110032	icon_hd_xhmj	1	110031	19	320	320		1	6	7200	0
110033	星河秘境达到330星	t_target_desc_110033	icon_hd_xhmj	1	110032	19	330	330		1	6	7400	0
110034	星河秘境达到340星	t_target_desc_110034	icon_hd_xhmj	1	110033	19	340	340		1	6	7600	0
110035	星河秘境达到350星	t_target_desc_110035	icon_hd_xhmj	1	110034	19	350	350		1	6	7800	0
110036	星河秘境达到360星	t_target_desc_110036	icon_hd_xhmj	1	110035	19	360	360		1	6	8000	0
110037	星河秘境达到370星	t_target_desc_110037	icon_hd_xhmj	1	110036	19	370	370		1	6	8200	0
110038	星河秘境达到380星	t_target_desc_110038	icon_hd_xhmj	1	110037	19	380	380		1	6	8400	0
110039	星河秘境达到390星	t_target_desc_110039	icon_hd_xhmj	1	110038	19	390	390		1	6	8600	0
110040	星河秘境达到400星	t_target_desc_110040	icon_hd_xhmj	1	110039	19	400	400		1	6	8800	0
201001	通关普通关卡10次	t_target_desc_201001	tphd_i007	2		6	10	10		1	2	100	0
201002	通关普通关卡50次	t_target_desc_201002	tphd_i007	2	201001	6	50	50		1	2	200	0
201003	通关普通关卡200次	t_target_desc_201003	tphd_i007	2	201002	6	200	200		1	2	300	0
201004	通关普通关卡1000次	t_target_desc_201004	tphd_i007	2	201003	6	1000	1000		1	2	400	0
201005	通关普通关卡5000次	t_target_desc_201005	tphd_i007	2	201004	6	5000	5000		1	2	500	0
201006	通关普通关卡20000次	t_target_desc_201006	tphd_i007	2	201005	6	20000	20000		1	2	600	0
201007	通关普通关卡50000次	t_target_desc_201007	tphd_i007	2	201006	6	50000	50000		1	2	700	0
201008	通关普通关卡100000次	t_target_desc_201008	tphd_i007	2	201007	6	100000	100000		1	2	800	0
201009	通关普通关卡200000次	t_target_desc_201009	tphd_i007	2	201008	6	200000	200000		1	2	900	0
201010	通关普通关卡500000次	t_target_desc_201010	tphd_i007	2	201009	6	500000	500000		1	2	1000	0
202001	伙伴突破6次	t_target_desc_202001	small_zbsx001	2		7	6	6		2	10010022	4	0
202002	伙伴突破10次	t_target_desc_202002	small_zbsx001	2	202001	7	10	10		2	10010022	8	0
202003	伙伴突破30次	t_target_desc_202003	small_zbsx001	2	202002	7	30	30		2	10010022	12	0
202004	伙伴突破60次	t_target_desc_202004	small_zbsx001	2	202003	7	60	60		2	10010022	16	0
202005	伙伴突破300次	t_target_desc_202005	small_zbsx001	2	202004	7	300	300		2	10010022	20	0
202006	伙伴突破1000次	t_target_desc_202006	small_zbsx001	2	202005	7	1000	1000		2	10010022	24	0
202007	伙伴突破2000次	t_target_desc_202007	small_zbsx001	2	202006	7	2000	2000		2	10010022	28	0
202008	伙伴突破5000次	t_target_desc_202008	small_zbsx001	2	202007	7	5000	5000		2	10010022	32	0
203001	伙伴进阶6次	t_target_desc_203001	icon_jjds_qd	2		8	6	6		2	40040001	200	0
203002	伙伴进阶10次	t_target_desc_203002	icon_jjds_qd	2	203001	8	10	10		2	40040001	300	0
203003	伙伴进阶30次	t_target_desc_203003	icon_jjds_qd	2	203002	8	30	30		2	40040001	400	0
203004	伙伴进阶60次	t_target_desc_203004	icon_jjds_qd	2	203003	8	60	60		2	40040001	500	0
203005	伙伴进阶300次	t_target_desc_203005	icon_jjds_qd	2	203004	8	300	300		2	40040001	600	0
203006	伙伴进阶1000次	t_target_desc_203006	icon_jjds_qd	2	203005	8	1000	1000		2	40040001	700	0
203007	伙伴进阶2000次	t_target_desc_203007	icon_jjds_qd	2	203006	8	2000	2000		2	40040001	800	0
203008	伙伴进阶5000次	t_target_desc_203008	icon_jjds_qd	2	203007	8	5000	5000		2	40040001	900	0
204001	强化装备10次	t_target_desc_204001	icon_hd_qhzb	2		9	10	10		1	1	50000	0
204002	强化装备30次	t_target_desc_204002	icon_hd_qhzb	2	204001	9	30	30		1	1	100000	0
204003	强化装备100次	t_target_desc_204003	icon_hd_qhzb	2	204002	9	100	100		1	1	200000	0
204004	强化装备200次	t_target_desc_204004	icon_hd_qhzb	2	204003	9	200	200		1	1	400000	0
204005	强化装备500次	t_target_desc_204005	icon_hd_qhzb	2	204004	9	500	500		1	1	400000	0
204006	强化装备1000次	t_target_desc_204006	icon_hd_qhzb	2	204005	9	1000	1000		1	1	600000	0
204007	强化装备2000次	t_target_desc_204007	icon_hd_qhzb	2	204006	9	2000	2000		1	1	600000	0
204008	强化装备3000次	t_target_desc_204008	icon_hd_qhzb	2	204007	9	3000	3000		1	1	800000	0
204009	强化装备6000次	t_target_desc_204009	icon_hd_qhzb	2	204008	9	6000	6000		1	1	800000	0
204010	强化装备12000次	t_target_desc_204010	icon_hd_qhzb	2	204009	9	12000	12000		1	1	1000000	0
204011	强化装备20000次	t_target_desc_204011	icon_hd_qhzb	2	204010	9	20000	20000		1	1	1000000	0
205001	挑战竞技场5次	t_target_desc_205001	icon_hd_jskc	2		10	5	5		1	14	500	0
205002	挑战竞技场20次	t_target_desc_205002	icon_hd_jskc	2	205001	10	20	20		1	14	1000	0
205003	挑战竞技场50次	t_target_desc_205003	icon_hd_jskc	2	205002	10	50	50		1	14	1500	0
205004	挑战竞技场200次	t_target_desc_205004	icon_hd_jskc	2	205003	10	200	200		1	14	2000	0
205005	挑战竞技场1000次	t_target_desc_205005	icon_hd_jskc	2	205004	10	1000	1000		1	14	2500	0
205006	挑战竞技场2000次	t_target_desc_205006	icon_hd_jskc	2	205005	10	2000	2000		1	14	3000	0
205007	挑战竞技场5000次	t_target_desc_205007	icon_hd_jskc	2	205006	10	5000	5000		1	14	3500	0
205008	挑战竞技场10000次	t_target_desc_205008	icon_hd_jskc	2	205007	10	10000	10000		1	14	4000	0
205009	挑战竞技场20000次	t_target_desc_205009	icon_hd_jskc	2	205008	10	20000	20000		1	14	4500	0
205010	挑战竞技场50000次	t_target_desc_205010	icon_hd_jskc	2	205009	10	50000	50000		1	14	5000	0
205011	挑战竞技场100000次	t_target_desc_205011	icon_hd_jskc	2	205010	10	100000	100000		1	14	5500	0
206001	参与1次魔王讨伐战	t_target_desc_206001	icon_jt_boss	2		11	1	1		2	50090001	20	0
206002	参与5次魔王讨伐战	t_target_desc_206002	icon_jt_boss	2	206001	11	5	5		2	50090001	40	0
206003	参与10次魔王讨伐战	t_target_desc_206003	icon_jt_boss	2	206002	11	10	10		2	50090001	60	0
206004	参与20次魔王讨伐战	t_target_desc_206004	icon_jt_boss	2	206003	11	20	20		2	50090001	80	0
206005	参与30次魔王讨伐战	t_target_desc_206005	icon_jt_boss	2	206004	11	30	30		2	50090001	100	0
206006	参与50次魔王讨伐战	t_target_desc_206006	icon_jt_boss	2	206005	11	50	50		2	50090001	120	0
206007	参与80次魔王讨伐战	t_target_desc_206007	icon_jt_boss	2	206006	11	80	80		2	50090001	140	0
206008	参与200次魔王讨伐战	t_target_desc_206008	icon_jt_boss	2	206007	11	200	200		2	50090001	160	0
206009	参与500次魔王讨伐战	t_target_desc_206009	icon_jt_boss	2	206008	11	500	500		2	50090001	180	0
206010	参与1000次魔王讨伐战	t_target_desc_206010	icon_jt_boss	2	206009	11	1000	1000		2	50090001	200	0
206011	参与2000次魔王讨伐战	t_target_desc_206011	icon_jt_boss	2	206010	11	2000	2000		2	50090001	220	0
206012	参与5000次魔王讨伐战	t_target_desc_206012	icon_jt_boss	2	206011	11	5000	5000		2	50090001	240	0
206013	参与10000次魔王讨伐战	t_target_desc_206013	icon_jt_boss	2	206012	11	10000	10000		2	50090001	260	0
206014	参与20000次魔王讨伐战	t_target_desc_206014	icon_jt_boss	2	206013	11	20000	20000		2	50090001	280	0
206015	参与50000次魔王讨伐战	t_target_desc_206015	icon_jt_boss	2	206014	11	50000	50000		2	50090001	300	0
206016	参与100000次魔王讨伐战	t_target_desc_206016	icon_jt_boss	2	206015	11	100000	100000		2	50090001	320	0
207001	通关精英关卡3次	t_target_desc_207001	icon_hd_jyjyfb	2		12	3	3		1	2	100	0
207002	通关精英关卡10次	t_target_desc_207002	icon_hd_jyjyfb	2	207001	12	10	10		1	2	200	0
207003	通关精英关卡50次	t_target_desc_207003	icon_hd_jyjyfb	2	207002	12	50	50		1	2	300	0
207004	通关精英关卡100次	t_target_desc_207004	icon_hd_jyjyfb	2	207003	12	100	100		1	2	400	0
207005	通关精英关卡500次	t_target_desc_207005	icon_hd_jyjyfb	2	207004	12	500	500		1	2	500	0
207006	通关精英关卡1000次	t_target_desc_207006	icon_hd_jyjyfb	2	207005	12	1000	1000		1	2	600	0
207007	通关精英关卡5000次	t_target_desc_207007	icon_hd_jyjyfb	2	207006	12	5000	5000		1	2	700	0
207008	通关精英关卡10000次	t_target_desc_207008	icon_hd_jyjyfb	2	207007	12	10000	10000		1	2	800	0
207009	通关精英关卡20000次	t_target_desc_207009	icon_hd_jyjyfb	2	207008	12	20000	20000		1	2	900	0
207010	通关精英关卡50000次	t_target_desc_207010	icon_hd_jyjyfb	2	207009	12	50000	50000		1	2	1000	0
207011	通关精英关卡100000次	t_target_desc_207011	icon_hd_jyjyfb	2	207010	12	100000	100000		1	2	1100	0
208001	商店中购买2次	t_target_desc_208001	icon_hd_hsi	2		13	2	2		2	50020001	10	0
208002	商店中购买10次	t_target_desc_208002	icon_hd_hsi	2	208001	13	10	10		2	50020001	20	0
208003	商店中购买50次	t_target_desc_208003	icon_hd_hsi	2	208002	13	50	50		2	50020001	30	0
208004	商店中购买200次	t_target_desc_208004	icon_hd_hsi	2	208003	13	200	200		2	50020001	40	0
208005	商店中购买500次	t_target_desc_208005	icon_hd_hsi	2	208004	13	500	500		2	50020001	50	0
208006	商店中购买1000次	t_target_desc_208006	icon_hd_hsi	2	208005	13	1000	1000		2	50020001	50	0
208007	商店中购买2000次	t_target_desc_208007	icon_hd_hsi	2	208006	13	2000	2000		2	50020001	50	0
208008	商店中购买5000次	t_target_desc_208008	icon_hd_hsi	2	208007	13	5000	5000		2	50020001	50	0
208009	商店中购买10000次	t_target_desc_208009	icon_hd_hsi	2	208008	13	10000	10000		2	50020001	50	0
208010	商店中购买50000次	t_target_desc_208010	icon_hd_hsi	2	208009	13	50000	50000		2	50020001	50	0
209001	挑战星河秘境3次	t_target_desc_209001	icon_hd_xhmj	2		14	3	3		1	6	500	0
209002	挑战星河秘境10次	t_target_desc_209002	icon_hd_xhmj	2	209001	14	10	10		1	6	1000	0
209003	挑战星河秘境50次	t_target_desc_209003	icon_hd_xhmj	2	209002	14	50	50		1	6	1500	0
209004	挑战星河秘境100次	t_target_desc_209004	icon_hd_xhmj	2	209003	14	100	100		1	6	2000	0
209005	挑战星河秘境500次	t_target_desc_209005	icon_hd_xhmj	2	209004	14	500	500		1	6	2500	0
209006	挑战星河秘境1000次	t_target_desc_209006	icon_hd_xhmj	2	209005	14	1000	1000		1	6	3000	0
209007	挑战星河秘境3000次	t_target_desc_209007	icon_hd_xhmj	2	209006	14	3000	3000		1	6	3500	0
209008	挑战星河秘境10000次	t_target_desc_209008	icon_hd_xhmj	2	209007	14	10000	10000		1	6	4000	0
209009	挑战星河秘境20000次	t_target_desc_209009	icon_hd_xhmj	2	209008	14	20000	20000		1	6	4500	0
209010	挑战星河秘境50000次	t_target_desc_209010	icon_hd_xhmj	2	209009	14	50000	50000		1	6	5000	0
401001	2个邀请的好友达到30级	t_target_desc_401001	icon_hd_hbcqu	4		20	2	30		1	2	50	0
401002	2个邀请的好友达到40级	t_target_desc_401002	icon_hd_hbcqu	4	401001	20	2	40		1	2	200	0
401003	2个邀请的好友达到50级	t_target_desc_401003	icon_hd_hbcqu	4	401002	20	2	50		1	2	500	0
401004	2个邀请的好友达到70级	t_target_desc_401004	icon_hd_hbcqu	4	401003	20	2	70		1	2	700	0
401005	2个邀请的好友达到90级	t_target_desc_401005	icon_hd_hbcqu	4	401004	20	2	90		1	2	1000	0
402001	5个邀请的好友达到30级	t_target_desc_402001	icon_hd_hbcqu	4		20	5	30		1	2	100	0
402002	5个邀请的好友达到40级	t_target_desc_402002	icon_hd_hbcqu	4	402001	20	5	40		1	2	500	0
402003	5个邀请的好友达到50级	t_target_desc_402003	icon_hd_hbcqu	4	402002	20	5	50		1	2	1000	0
402004	5个邀请的好友达到70级	t_target_desc_402004	icon_hd_hbcqu	4	402003	20	5	70		1	2	2000	0
402005	5个邀请的好友达到90级	t_target_desc_402005	icon_hd_hbcqu	4	402004	20	5	90		1	2	3000	0
403001	10个邀请的好友达到30级	t_target_desc_403001	icon_hd_hbcqu	4		20	10	30		1	2	200	0
403002	10个邀请的好友达到40级	t_target_desc_403002	icon_hd_hbcqu	4	403001	20	10	40		1	2	800	0
403003	10个邀请的好友达到50级	t_target_desc_403003	icon_hd_hbcqu	4	403002	20	10	50		1	2	1500	0
403004	10个邀请的好友达到70级	t_target_desc_403004	icon_hd_hbcqu	4	403003	20	10	70		1	2	3000	0
403005	10个邀请的好友达到90级	t_target_desc_403005	icon_hd_hbcqu	4	403004	20	10	90		1	2	5000	0
404001	20个邀请的好友达到30级	t_target_desc_404001	icon_hd_hbcqu	4		20	20	30		1	2	500	0
404002	20个邀请的好友达到40级	t_target_desc_404002	icon_hd_hbcqu	4	404001	20	20	40		1	2	2000	0
404003	20个邀请的好友达到50级	t_target_desc_404003	icon_hd_hbcqu	4	404002	20	20	50		1	2	4000	0
404004	20个邀请的好友达到70级	t_target_desc_404004	icon_hd_hbcqu	4	404003	20	20	70		1	2	6000	0
404005	20个邀请的好友达到90级	t_target_desc_404005	icon_hd_hbcqu	4	404004	20	20	90		1	2	8000	0
405001	50个邀请的好友达到30级	t_target_desc_405001	icon_hd_hbcqu	4		20	50	30		1	2	1000	0
405002	50个邀请的好友达到40级	t_target_desc_405002	icon_hd_hbcqu	4	405001	20	50	40		1	2	3000	0
405003	50个邀请的好友达到50级	t_target_desc_405003	icon_hd_hbcqu	4	405002	20	50	50		1	2	5000	0
405004	50个邀请的好友达到70级	t_target_desc_405004	icon_hd_hbcqu	4	405003	20	50	70		1	2	8000	0
405005	50个邀请的好友达到90级	t_target_desc_405005	icon_hd_hbcqu	4	405004	20	50	90		1	2	10000	0
