INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
711001	53	1	0	0	0	0	2	32836	4340	1091	1212	205	3	3	0	0	23	3	3	3	3	0	2
711002	52	1	0	0	0	0	2	29118	3840	1048	1273	215	3	3	0	0	23	3	3	3	3	0	2
711003	208	1	15	15	0	2	2	61373	4792	1604	1422	149	3	3	0	0	23	3	3	3	3	0	2
810301	68	1	0	0	0	0	3	32443	4142	1247	1289	188	4	4	0	0	24	4	4	4	4	0	2
810303	67	1	5	5	0	1	3	49868	5182	1506	1429	232	4	4	0	0	24	4	4	4	4	0	2
810304	69	1	0	0	0	0	3	39409	4921	1446	1481	182	4	4	0	0	24	4	4	4	4	0	2
810601	67	1	0	0	0	0	3	35620	4711	1369	1299	232	4	4	0	0	24	4	4	4	4	0	2
810604	62	1	5	5	0	1	3	42071	4822	1269	1748	265	4	4	0	0	24	4	4	4	4	0	2
810605	69	1	0	0	0	0	3	39409	4921	1446	1481	182	4	4	0	0	24	4	4	4	4	0	2
810901	62	1	0	0	0	0	3	30050	4383	1153	1589	265	4	4	0	0	24	4	4	4	4	0	2
810903	59	1	5	5	0	1	3	47509	5422	1280	1775	252	4	4	0	0	24	4	4	4	4	0	2
810904	60	1	0	0	0	0	3	28424	4090	1143	1286	229	4	4	0	0	24	4	4	4	4	0	2
811001	59	1	0	0	0	0	3	33935	4929	1164	1613	252	4	4	0	0	24	4	4	4	4	0	2
811002	62	1	0	0	0	0	3	30050	4383	1153	1589	265	4	4	0	0	24	4	4	4	4	0	2
811004	209	1	15	15	0	2	3	54730	5581	1517	1926	241	4	4	0	0	24	4	4	4	4	0	2
910301	17	1	0	0	0	0	3	42100	4471	1474	1333	242	4	4	0	0	24	4	4	4	4	0	4
910302	2	1	0	0	0	0	3	36358	5530	1475	1602	215	4	4	0	0	24	4	4	4	4	0	4
910303	6	1	5	5	0	1	3	70295	5231	1993	1696	251	4	4	0	0	24	4	4	4	4	0	4
910601	6	1	0	0	0	0	3	50210	4755	1812	1542	251	4	4	0	0	24	4	4	4	4	0	4
910602	16	1	0	0	0	0	3	42733	4065	1664	1357	218	4	4	0	0	24	4	4	4	4	0	4
910604	7	1	5	5	0	1	3	60448	6801	1600	1805	288	4	4	0	0	24	4	4	4	4	0	4
910901	7	1	0	0	0	0	3	43177	6183	1455	1641	288	4	4	0	0	24	4	4	4	4	0	4
910904	8	1	5	5	0	1	3	52910	5743	1653	2157	310	4	4	0	0	24	4	4	4	4	0	4
910905	31	1	0	0	0	0	3	32539	4861	1352	1611	272	4	4	0	0	24	4	4	4	4	0	4
911001	8	1	0	0	0	0	3	37793	5221	1503	1960	310	4	4	0	0	24	4	4	4	4	0	4
911002	7	1	0	0	0	0	3	43177	6183	1455	1641	288	4	4	0	0	24	4	4	4	4	0	4
911004	211	1	15	15	0	2	3	84423	7808	2088	2283	210	4	4	0	0	24	4	4	4	4	0	4
1010301	26	1	0	0	0	0	3	51350	5107	1971	1603	262	5	5	0	0	25	5	5	5	5	0	4
1010302	23	1	0	0	0	0	3	49098	6779	1932	1749	318	5	5	0	0	25	5	5	5	5	0	4
1010303	37	1	5	5	0	1	3	72291	5647	2099	1587	257	5	5	0	0	25	5	5	5	5	0	4
1010602	33	1	0	0	0	0	3	46784	6543	1781	1654	289	5	5	0	0	25	5	5	5	5	0	4
1010603	27	1	5	5	0	1	3	91845	6480	2381	2170	281	5	5	0	0	25	5	5	5	5	0	4
1010604	29	1	0	0	0	0	3	48128	6199	1693	1861	293	5	5	0	0	25	5	5	5	5	0	4
1010901	27	1	0	0	0	0	3	65604	5891	2165	1972	281	5	5	0	0	25	5	5	5	5	0	4
1010903	36	1	5	5	0	1	3	81478	6467	2455	1870	312	5	5	0	0	25	5	5	5	5	0	4
1010904	37	1	0	0	0	0	3	51637	5134	1908	1443	257	5	5	0	0	25	5	5	5	5	0	4
1011001	36	1	0	0	0	0	3	58199	5879	2232	1700	312	5	5	0	0	25	5	5	5	5	0	4
1011004	212	1	15	15	0	2	3	98307	9492	2412	2331	304	5	5	0	0	25	5	5	5	5	0	4
1011005	37	1	0	0	0	0	3	51637	5134	1908	1443	257	5	5	0	0	25	5	5	5	5	0	4
1110301	2	1	0	0	0	0	3	49690	7558	2016	2189	294	5	5	0	0	25	5	5	5	5	0	4
1110302	1	1	0	0	0	0	3	60859	6031	2446	1686	307	5	5	0	0	25	5	5	5	5	0	4
1110303	22	1	5	5	0	1	3	87831	6643	2550	2144	297	5	5	0	0	25	5	5	5	5	0	4
1110602	35	1	5	5	0	1	3	75267	8111	2152	2681	422	5	5	0	0	25	5	5	5	5	0	4
1110603	32	1	0	0	0	0	3	64188	5739	2277	1686	289	5	5	0	0	25	5	5	5	5	0	4
1110604	2	1	0	0	0	0	3	49690	7558	2016	2189	294	5	5	0	0	25	5	5	5	5	0	4
1110901	35	1	0	0	0	0	3	53762	7374	1956	2437	422	5	5	0	0	25	5	5	5	5	0	4
1110902	821	1	0	0	0	0	3	59960	5755	2453	1822	307	5	5	0	0	25	5	5	5	5	0	4
1110904	24	1	5	5	0	1	3	96129	7287	2915	2236	343	5	5	0	0	25	5	5	5	5	0	4
1111001	24	1	0	0	0	0	3	68663	6625	2650	2033	343	5	5	0	0	25	5	5	5	5	0	4
1111002	35	1	0	0	0	0	3	53762	7374	1956	2437	422	5	5	0	0	25	5	5	5	5	0	4
1111004	201	1	15	15	0	2	3	90780	9140	2489	3127	402	5	5	0	0	25	5	5	5	5	0	4
1210301	11	1	0	0	0	0	4	70191	6739	2588	2031	328	6	6	0	0	26	6	6	6	6	0	4
1210302	5	1	0	0	0	0	4	59256	8250	2313	2076	376	6	6	0	0	26	6	6	6	6	0	4
1210303	10	1	5	5	0	1	4	84828	9651	2284	2374	369	6	6	0	0	26	6	6	6	6	0	4
1210601	10	1	0	0	0	0	4	60592	8773	2076	2158	369	6	6	0	0	26	6	6	6	6	0	4
1210602	11	1	0	0	0	0	4	70191	6739	2588	2031	328	6	6	0	0	26	6	6	6	6	0	4
1210604	9	1	5	5	0	1	4	79445	9137	2381	2428	352	6	6	0	0	26	6	6	6	6	0	4
1210901	9	1	0	0	0	0	4	56746	8307	2164	2207	352	6	6	0	0	26	6	6	6	6	0	4
1210902	12	1	0	0	0	0	4	68956	6221	2466	1989	328	6	6	0	0	26	6	6	6	6	0	4
1210904	4	1	5	5	0	1	4	83633	8609	2486	2357	363	6	6	0	0	26	6	6	6	6	0	4
1211001	4	1	0	0	0	0	4	59738	7826	2260	2143	363	6	6	0	0	26	6	6	6	6	0	4
1211004	203	1	15	15	0	2	4	104809	10340	2822	3320	447	6	6	0	0	26	6	6	6	6	0	4
1211005	12	1	0	0	0	0	4	68956	6221	2466	1989	328	6	6	0	0	26	6	6	6	6	0	4
1310302	6	1	5	5	0	1	4	117158	8719	3323	2827	419	6	6	0	0	26	6	6	6	6	0	4
1310303	2	1	0	0	0	0	4	60598	9218	2458	2670	358	6	6	0	0	26	6	6	6	6	0	4
1310304	16	1	0	0	0	0	4	71223	6776	2773	2262	363	6	6	0	0	26	6	6	6	6	0	4
1310602	7	1	5	5	0	1	4	100747	11336	2667	3008	480	6	6	0	0	26	6	6	6	6	0	4
1310603	6	1	0	0	0	0	4	83684	7926	3021	2570	419	6	6	0	0	26	6	6	6	6	0	4
1310604	2	1	0	0	0	0	4	60598	9218	2458	2670	358	6	6	0	0	26	6	6	6	6	0	4
1310901	7	1	0	0	0	0	4	71962	10305	2425	2735	480	6	6	0	0	26	6	6	6	6	0	4
1310902	6	1	0	0	0	0	4	83684	7926	3021	2570	419	6	6	0	0	26	6	6	6	6	0	4
1310904	8	1	5	5	0	1	4	88184	9573	2755	3595	518	6	6	0	0	26	6	6	6	6	0	4
1311001	8	1	0	0	0	0	4	62988	8702	2505	3268	518	6	6	0	0	26	6	6	6	6	0	4
1311002	7	1	0	0	0	0	4	71962	10305	2425	2735	480	6	6	0	0	26	6	6	6	6	0	4
1311004	204	1	15	15	0	2	4	135626	12295	3238	3265	435	6	6	0	0	26	6	6	6	6	0	4
1410301	16	1	0	0	0	0	4	78345	7454	3051	2488	399	7	7	0	0	27	7	7	7	7	0	4
1410302	31	1	0	0	0	0	4	59655	8912	2478	2954	499	7	7	0	0	27	7	7	7	7	0	4
1410303	26	1	5	5	0	1	4	109834	8582	3312	2694	400	7	7	0	0	27	7	7	7	7	0	4
1410601	26	1	0	0	0	0	4	78452	7802	3011	2449	400	7	7	0	0	27	7	7	7	7	0	4
1410603	23	1	0	0	0	0	4	75011	10357	2953	2672	487	7	7	0	0	27	7	7	7	7	0	4
1410604	35	1	5	5	0	1	4	100968	10881	2887	3596	566	7	7	0	0	27	7	7	7	7	0	4
1410901	35	1	0	0	0	0	4	72120	9892	2625	3269	566	7	7	0	0	27	7	7	7	7	0	4
1410902	26	1	0	0	0	0	4	78452	7802	3011	2449	400	7	7	0	0	27	7	7	7	7	0	4
1410904	24	1	5	5	0	1	4	128954	9776	3910	3000	460	7	7	0	0	27	7	7	7	7	0	4
1411001	24	1	0	0	0	0	4	92110	8887	3555	2727	460	7	7	0	0	27	7	7	7	7	0	4
1411003	35	1	0	0	0	0	4	72120	9892	2625	3269	566	7	7	0	0	27	7	7	7	7	0	4
1411004	205	1	15	15	0	2	4	132933	13280	3762	3871	519	7	7	0	0	27	7	7	7	7	0	4
1510301	29	1	0	0	0	0	4	80213	10333	2821	3101	489	7	7	0	0	27	7	7	7	7	0	4
1510303	37	1	5	5	0	1	4	120486	9413	3499	2646	429	7	7	0	0	27	7	7	7	7	0	4
1510304	33	1	0	0	0	0	4	77974	10905	2968	2757	482	7	7	0	0	27	7	7	7	7	0	4
1510601	37	1	0	0	0	0	4	86061	8557	3180	2405	429	7	7	0	0	27	7	7	7	7	0	4
1510604	27	1	5	5	0	1	4	153076	10800	3969	3616	469	7	7	0	0	27	7	7	7	7	0	4
1510605	33	1	0	0	0	0	4	77974	10905	2968	2757	482	7	7	0	0	27	7	7	7	7	0	4
1510901	27	1	0	0	0	0	4	109340	9819	3609	3287	469	7	7	0	0	27	7	7	7	7	0	4
1510902	37	1	0	0	0	0	4	86061	8557	3180	2405	429	7	7	0	0	27	7	7	7	7	0	4
1510904	36	1	5	5	0	1	4	135797	10778	4092	3116	520	7	7	0	0	27	7	7	7	7	0	4
1511001	36	1	0	0	0	0	4	96998	9798	3720	2833	520	7	7	0	0	27	7	7	7	7	0	4
1511004	206	1	15	15	0	2	4	181342	12133	4186	3276	490	7	7	0	0	27	7	7	7	7	0	4
1511005	27	1	0	0	0	0	4	109340	9819	3609	3287	469	7	7	0	0	27	7	7	7	7	0	4
1610301	41	1	0	0	0	0	5	84191	12790	3301	2867	554	8	8	0	0	28	8	8	8	8	0	4
1610302	46	1	0	0	0	0	5	92983	11387	3102	3201	507	8	8	0	0	28	8	8	8	8	0	4
1610303	50	2	5	5	0	1	5	118028	12313	3765	3549	515	8	8	0	0	28	8	8	8	8	0	4
1610601	50	3	0	0	0	0	5	84306	11194	3423	3227	515	8	8	0	0	28	8	8	8	8	0	4
1610604	42	4	5	5	0	1	5	131249	15141	3913	3676	614	8	8	0	0	28	8	8	8	8	0	4
1610605	41	5	0	0	0	0	5	84191	12790	3301	2867	554	8	8	0	0	28	8	8	8	8	0	4
1610901	42	6	0	0	0	0	5	93749	13764	3558	3342	614	8	8	0	0	28	8	8	8	8	0	4
1610904	57	7	5	5	0	1	5	142382	11175	4398	3460	481	8	8	0	0	28	8	8	8	8	0	4
1610905	58	8	0	0	0	0	5	102266	9583	3390	2657	459	8	8	0	0	28	8	8	8	8	0	4
1611001	57	9	0	0	0	0	5	101701	10159	3998	3146	481	8	8	0	0	28	8	8	8	8	0	4
1611004	401	1	15	15	0	2	5	177415	15614	4307	4276	621	8	8	0	0	28	8	8	8	8	0	4
1611005	42	1	0	0	0	0	5	93749	13764	3558	3342	614	8	8	0	0	28	8	8	8	8	0	4
1710301	45	1	0	0	0	0	5	80739	11017	2956	3915	666	8	8	0	0	28	8	8	8	8	0	4
1710302	48	1	0	0	0	0	5	104234	9578	3910	3002	537	8	8	0	0	28	8	8	8	8	0	4
1710303	46	1	5	5	0	1	5	140190	13489	3674	3792	546	8	8	0	0	28	8	8	8	8	0	4
1710601	46	1	0	0	0	0	5	100136	12262	3340	3447	546	8	8	0	0	28	8	8	8	8	0	4
1710602	41	1	0	0	0	0	5	90667	13774	3555	3088	596	8	8	0	0	28	8	8	8	8	0	4
1710604	42	1	5	5	0	1	5	141346	16306	4214	3959	661	8	8	0	0	28	8	8	8	8	0	4
1710901	42	1	0	0	0	0	5	100961	14823	3831	3599	661	8	8	0	0	28	8	8	8	8	0	4
1710903	40	1	0	0	0	0	5	96074	11544	3482	3636	466	8	8	0	0	28	8	8	8	8	0	4
1710904	66	1	5	5	0	1	5	127742	13877	3537	4654	736	8	8	0	0	28	8	8	8	8	0	4
1711001	66	1	0	0	0	0	5	91244	12616	3215	4231	736	8	8	0	0	28	8	8	8	8	0	4
1711004	207	1	15	15	0	2	5	200872	17277	4497	5045	624	8	8	0	0	28	8	8	8	8	0	4
1711005	40	1	0	0	0	0	5	96074	11544	3482	3636	466	8	8	0	0	28	8	8	8	8	0	4
1810301	56	1	0	0	0	0	5	99255	11396	3778	3347	590	9	9	0	0	29	9	9	9	9	0	4
1810302	61	1	0	0	0	0	5	91609	12577	3774	3639	612	9	9	0	0	29	9	9	9	9	0	4
1810303	57	1	5	5	0	1	5	164287	12894	5075	3993	555	9	9	0	0	29	9	9	9	9	0	4
1810601	57	1	0	0	0	0	5	117348	11722	4613	3630	555	9	9	0	0	29	9	9	9	9	0	4
1810603	49	1	0	0	0	0	5	111092	14964	4047	4322	640	9	9	0	0	29	9	9	9	9	0	4
1810604	52	1	5	5	0	1	5	145592	15089	4118	5001	770	9	9	0	0	29	9	9	9	9	0	4
1810901	52	1	0	0	0	0	5	103994	13717	3743	4547	770	9	9	0	0	29	9	9	9	9	0	4
1810904	53	1	5	5	0	1	5	164183	17050	4288	4763	734	9	9	0	0	29	9	9	9	9	0	4
1810905	57	1	0	0	0	0	5	117348	11722	4613	3630	555	9	9	0	0	29	9	9	9	9	0	4
1811001	53	1	0	0	0	0	5	117274	15500	3898	4330	734	9	9	0	0	29	9	9	9	9	0	4
1811002	52	1	0	0	0	0	5	103994	13717	3743	4547	770	9	9	0	0	29	9	9	9	9	0	4
1811003	208	1	15	15	0	2	5	219190	17116	5729	5078	532	9	9	0	0	29	9	9	9	9	0	4
1910301	68	1	0	0	0	0	5	103819	13257	3992	4126	603	9	9	0	0	29	9	9	9	9	0	4
1910303	67	1	5	5	0	1	5	159579	16582	4822	4573	744	9	9	0	0	29	9	9	9	9	0	4
1910304	69	1	0	0	0	0	5	126109	15747	4628	4740	582	9	9	0	0	29	9	9	9	9	0	4
1910601	67	1	0	0	0	0	5	113985	15075	4383	4157	744	9	9	0	0	29	9	9	9	9	0	4
1910604	62	1	5	5	0	1	5	134627	15431	4060	5594	850	9	9	0	0	29	9	9	9	9	0	4
1910605	69	1	0	0	0	0	5	126109	15747	4628	4740	582	9	9	0	0	29	9	9	9	9	0	4
1910901	62	1	0	0	0	0	5	96162	14028	3691	5085	850	9	9	0	0	29	9	9	9	9	0	4
1910903	59	1	5	5	0	1	5	152029	17351	4098	5681	807	9	9	0	0	29	9	9	9	9	0	4
1910904	60	1	0	0	0	0	5	90956	13090	3659	4116	734	9	9	0	0	29	9	9	9	9	0	4
1911001	59	1	0	0	0	0	5	108592	15773	3725	5164	807	9	9	0	0	29	9	9	9	9	0	4
1911002	62	1	0	0	0	0	5	96162	14028	3691	5085	850	9	9	0	0	29	9	9	9	9	0	4
1911004	209	1	15	15	0	2	5	175137	17860	4856	6164	771	9	9	0	0	29	9	9	9	9	0	4
2010301	17	1	0	0	0	0	6	124899	13266	4375	3954	719	10	10	0	0	30	10	10	10	10	0	4
2010302	2	1	0	0	0	0	6	107864	16408	4376	4753	638	10	10	0	0	30	10	10	10	10	0	4
2010303	6	1	5	5	0	1	6	208542	15520	5915	5032	747	10	10	0	0	30	10	10	10	10	0	4
2010601	6	1	0	0	0	0	6	148958	14109	5377	4575	747	10	10	0	0	30	10	10	10	10	0	4
2010602	16	1	0	0	0	0	6	126777	12062	4937	4027	647	10	10	0	0	30	10	10	10	10	0	4
2010604	7	1	5	5	0	1	6	179331	20178	4748	5355	854	10	10	0	0	30	10	10	10	10	0	4
2010901	7	1	0	0	0	0	6	128093	18344	4316	4868	854	10	10	0	0	30	10	10	10	10	0	4
2010904	8	1	5	5	0	1	6	156968	17040	4905	6399	922	10	10	0	0	30	10	10	10	10	0	4
2010905	31	1	0	0	0	0	6	96532	14422	4011	4780	808	10	10	0	0	30	10	10	10	10	0	4
2011001	8	1	0	0	0	0	6	112120	15491	4459	5817	922	10	10	0	0	30	10	10	10	10	0	4
2011002	7	1	0	0	0	0	6	128093	18344	4316	4868	854	10	10	0	0	30	10	10	10	10	0	4
2011004	211	1	15	15	0	2	6	250457	23164	6194	6774	624	10	10	0	0	30	10	10	10	10	0	4
2110301	26	1	0	0	0	0	6	139788	13902	5366	4364	714	10	10	0	0	30	10	10	10	10	0	4
2110302	23	1	0	0	0	0	6	133656	18455	5261	4761	868	10	10	0	0	30	10	10	10	10	0	4
2110303	37	1	5	5	0	1	6	196794	15374	5715	4322	701	10	10	0	0	30	10	10	10	10	0	4
2110602	33	1	0	0	0	0	6	127358	17812	4849	4504	788	10	10	0	0	30	10	10	10	10	0	4
2110603	27	1	5	5	0	1	6	250024	17641	6484	5907	766	10	10	0	0	30	10	10	10	10	0	4
2110604	29	1	0	0	0	0	6	131015	16877	4608	5066	799	10	10	0	0	30	10	10	10	10	0	4
2110901	27	1	0	0	0	0	6	178589	16037	5894	5370	766	10	10	0	0	30	10	10	10	10	0	4
2110903	36	1	5	5	0	1	6	221802	17605	6684	5090	850	10	10	0	0	30	10	10	10	10	0	4
2110904	37	1	0	0	0	0	6	140567	13977	5195	3929	701	10	10	0	0	30	10	10	10	10	0	4
2111001	36	1	0	0	0	0	6	158430	16004	6076	4628	850	10	10	0	0	30	10	10	10	10	0	4
2111004	212	1	15	15	0	2	6	267614	25839	6566	6346	829	10	10	0	0	30	10	10	10	10	0	4
2111005	37	1	0	0	0	0	6	140567	13977	5195	3929	701	10	10	0	0	30	10	10	10	10	0	4
2210301	2	1	0	0	0	0	6	129680	19726	5262	5714	768	11	11	0	0	31	11	11	11	11	0	4
2210302	1	1	0	0	0	0	6	158829	15741	6385	4401	801	11	11	0	0	31	11	11	11	11	0	4
2210303	22	1	5	5	0	1	6	229219	17337	6656	5595	776	11	11	0	0	31	11	11	11	11	0	4
2210602	35	1	5	5	0	1	6	196430	21169	5617	6997	1102	11	11	0	0	31	11	11	11	11	0	4
2210603	32	1	0	0	0	0	6	167517	14979	5942	4401	756	11	11	0	0	31	11	11	11	11	0	4
2210604	2	1	0	0	0	0	6	129680	19726	5262	5714	768	11	11	0	0	31	11	11	11	11	0	4
2210901	35	1	0	0	0	0	6	140307	19245	5107	6361	1102	11	11	0	0	31	11	11	11	11	0	4
2210902	821	1	0	0	0	0	6	156482	15019	6402	4756	802	11	11	0	0	31	11	11	11	11	0	4
2210904	24	1	5	5	0	1	6	250874	19019	7608	5836	896	11	11	0	0	31	11	11	11	11	0	4
2211001	24	1	0	0	0	0	6	179195	17290	6916	5306	896	11	11	0	0	31	11	11	11	11	0	4
2211002	35	1	0	0	0	0	6	140307	19245	5107	6361	1102	11	11	0	0	31	11	11	11	11	0	4
2211004	202	1	15	15	0	2	6	284679	22268	7668	6025	877	11	11	0	0	31	11	11	11	11	0	4
2310301	11	1	0	0	0	0	6	177005	16994	6527	5123	829	11	11	0	0	31	11	11	11	11	0	4
2310302	5	1	0	0	0	0	6	149430	20805	5833	5235	948	11	11	0	0	31	11	11	11	11	0	4
2310303	10	1	5	5	0	1	6	213916	24337	5761	5986	930	11	11	0	0	31	11	11	11	11	0	4
2310601	10	1	0	0	0	0	6	152797	22125	5237	5442	930	11	11	0	0	31	11	11	11	11	0	4
2310602	11	1	0	0	0	0	6	177005	16994	6527	5123	829	11	11	0	0	31	11	11	11	11	0	4
2310604	9	1	5	5	0	1	6	200339	23043	6005	6123	887	11	11	0	0	31	11	11	11	11	0	4
2310901	9	1	0	0	0	0	6	143099	20948	5459	5566	887	11	11	0	0	31	11	11	11	11	0	4
2310902	12	1	0	0	0	0	6	173890	15689	6219	5015	827	11	11	0	0	31	11	11	11	11	0	4
2310904	4	1	5	5	0	1	6	210901	21709	6270	5944	917	11	11	0	0	31	11	11	11	11	0	4
2311001	4	1	0	0	0	0	6	150644	19736	5700	5404	917	11	11	0	0	31	11	11	11	11	0	4
2311004	203	1	15	15	0	2	6	264303	26077	7116	8373	1129	11	11	0	0	31	11	11	11	11	0	4
2311005	12	1	0	0	0	0	6	173890	15689	6219	5015	827	11	11	0	0	31	11	11	11	11	0	4
2410302	6	1	5	5	0	1	7	292896	21798	8307	7068	1049	12	12	0	0	32	12	12	12	12	0	4
2410303	2	1	0	0	0	0	7	151495	23045	6147	6675	897	12	12	0	0	32	12	12	12	12	0	4
2410304	16	1	0	0	0	0	7	178057	16941	6934	5656	908	12	12	0	0	32	12	12	12	12	0	4
2410602	7	1	5	5	0	1	7	251869	28341	6669	7521	1200	12	12	0	0	32	12	12	12	12	0	4
2410603	6	1	0	0	0	0	7	209211	19816	7552	6426	1049	12	12	0	0	32	12	12	12	12	0	4
2410604	2	1	0	0	0	0	7	151495	23045	6147	6675	897	12	12	0	0	32	12	12	12	12	0	4
2410901	7	1	0	0	0	0	7	179906	25764	6062	6837	1200	12	12	0	0	32	12	12	12	12	0	4
2410902	6	1	0	0	0	0	7	209211	19816	7552	6426	1049	12	12	0	0	32	12	12	12	12	0	4
2410904	8	1	5	5	0	1	7	220461	23933	6889	8987	1295	12	12	0	0	32	12	12	12	12	0	4
2411001	8	1	0	0	0	0	7	157472	21757	6263	8170	1295	12	12	0	0	32	12	12	12	12	0	4
2411002	7	1	0	0	0	0	7	179906	25764	6062	6837	1200	12	12	0	0	32	12	12	12	12	0	4
2411004	204	1	15	15	0	2	7	339065	30737	8095	8163	1087	12	12	0	0	32	12	12	12	12	0	4
2510301	16	1	0	0	0	0	7	199424	18974	7766	6335	1018	12	12	0	0	32	12	12	12	12	0	4
2510302	31	1	0	0	0	0	7	151849	22686	6309	7519	1272	12	12	0	0	32	12	12	12	12	0	4
2510303	26	1	5	5	0	1	7	279577	21847	8432	6858	1020	12	12	0	0	32	12	12	12	12	0	4
2510601	26	1	0	0	0	0	7	199698	19861	7666	6235	1020	12	12	0	0	32	12	12	12	12	0	4
2510603	23	1	0	0	0	0	7	190937	26364	7516	6801	1240	12	12	0	0	32	12	12	12	12	0	4
2510604	35	1	5	5	0	1	7	257011	27698	7350	9155	1442	12	12	0	0	32	12	12	12	12	0	4
2510901	35	1	0	0	0	0	7	183579	25180	6682	8322	1442	12	12	0	0	32	12	12	12	12	0	4
2510902	26	1	0	0	0	0	7	199698	19861	7666	6235	1020	12	12	0	0	32	12	12	12	12	0	4
2510904	24	1	5	5	0	1	7	328246	24885	9955	7636	1172	12	12	0	0	32	12	12	12	12	0	4
2511001	24	1	0	0	0	0	7	234461	22622	9050	6942	1172	12	12	0	0	32	12	12	12	12	0	4
2511003	35	1	0	0	0	0	7	183579	25180	6682	8322	1442	12	12	0	0	32	12	12	12	12	0	4
2511004	205	1	15	15	0	2	7	338375	33805	9577	9853	1322	12	12	0	0	32	12	12	12	12	0	4
2610301	29	1	0	0	0	0	7	207218	26694	7289	8012	1264	13	13	0	0	33	13	13	13	13	0	4
2610303	37	1	5	5	0	1	7	311256	24317	9039	6836	1110	13	13	0	0	33	13	13	13	13	0	4
2610304	33	1	0	0	0	0	7	201435	28172	7669	7124	1246	13	13	0	0	33	13	13	13	13	0	4
2610601	37	1	0	0	0	0	7	222326	22106	8217	6215	1110	13	13	0	0	33	13	13	13	13	0	4
2610604	27	1	5	5	0	1	7	395447	27902	10255	9343	1212	13	13	0	0	33	13	13	13	13	0	4
2610605	33	1	0	0	0	0	7	201435	28172	7669	7124	1246	13	13	0	0	33	13	13	13	13	0	4
2610901	27	1	0	0	0	0	7	282462	25365	9323	8493	1212	13	13	0	0	33	13	13	13	13	0	4
2610902	37	1	0	0	0	0	7	222326	22106	8217	6215	1110	13	13	0	0	33	13	13	13	13	0	4
2610904	36	1	5	5	0	1	7	350810	27844	10571	8052	1345	13	13	0	0	33	13	13	13	13	0	4
2611001	36	1	0	0	0	0	7	250579	25313	9610	7320	1345	13	13	0	0	33	13	13	13	13	0	4
2611004	206	1	15	15	0	2	7	468468	31344	10814	8463	1268	13	13	0	0	33	13	13	13	13	0	4
2611005	27	1	0	0	0	0	7	282462	25365	9323	8493	1212	13	13	0	0	33	13	13	13	13	0	4
2710301	41	1	0	0	0	0	7	220193	33451	8634	7500	1449	13	13	0	0	33	13	13	13	13	0	4
2710302	46	1	0	0	0	0	7	243187	29781	8113	8372	1326	13	13	0	0	33	13	13	13	13	0	4
2710303	50	1	5	5	0	1	7	308690	32205	9848	9284	1347	13	13	0	0	33	13	13	13	13	0	4
2710601	50	1	0	0	0	0	7	220493	29277	8953	8440	1347	13	13	0	0	33	13	13	13	13	0	4
2710604	42	1	5	5	0	1	7	343269	39600	10236	9615	1606	13	13	0	0	33	13	13	13	13	0	4
2710605	41	1	0	0	0	0	7	220193	33451	8634	7500	1449	13	13	0	0	33	13	13	13	13	0	4
2710901	42	1	0	0	0	0	7	245192	36000	9305	8740	1606	13	13	0	0	33	13	13	13	13	0	4
2710904	57	1	5	5	0	1	7	372385	29228	11504	9051	1260	13	13	0	0	33	13	13	13	13	0	4
2710905	58	1	0	0	0	0	7	267465	25063	8868	6950	1202	13	13	0	0	33	13	13	13	13	0	4
2711001	57	1	0	0	0	0	7	265989	26571	10458	8228	1260	13	13	0	0	33	13	13	13	13	0	4
2711004	401	1	15	15	0	2	7	464009	40837	11264	11184	1625	13	13	0	0	33	13	13	13	13	0	4
2711005	42	1	0	0	0	0	7	245192	36000	9305	8740	1606	13	13	0	0	33	13	13	13	13	0	4
2810301	45	1	0	0	0	0	8	213381	29117	7813	10347	1762	14	14	0	0	34	14	14	14	14	0	4
2810302	48	1	0	0	0	0	8	275477	25315	10335	7935	1419	14	14	0	0	34	14	14	14	14	0	4
2810303	46	1	5	5	0	1	8	370503	35650	9712	10021	1443	14	14	0	0	34	14	14	14	14	0	4
2810601	46	1	0	0	0	0	8	264645	32409	8829	9110	1443	14	14	0	0	34	14	14	14	14	0	4
2810602	41	1	0	0	0	0	8	239622	36402	9395	8162	1577	14	14	0	0	34	14	14	14	14	0	4
2810604	42	1	5	5	0	1	8	373557	43094	11139	10463	1748	14	14	0	0	34	14	14	14	14	0	4
2810901	42	1	0	0	0	0	8	266826	39176	10126	9512	1748	14	14	0	0	34	14	14	14	14	0	4
2810903	40	1	0	0	0	0	8	253911	30509	9204	9610	1232	14	14	0	0	34	14	14	14	14	0	4
2810904	66	1	5	5	0	1	8	337604	36677	9348	12301	1945	14	14	0	0	34	14	14	14	14	0	4
2811001	66	1	0	0	0	0	8	241146	33343	8498	11183	1945	14	14	0	0	34	14	14	14	14	0	4
2811004	207	1	15	15	0	2	8	530878	45661	11885	13334	1651	14	14	0	0	34	14	14	14	14	0	4
2811005	40	1	0	0	0	0	8	253911	30509	9204	9610	1232	14	14	0	0	34	14	14	14	14	0	4
2910301	56	1	0	0	0	0	8	264682	30390	10075	8927	1574	14	14	0	0	34	14	14	14	14	0	4
2910302	61	1	0	0	0	0	8	244292	33539	10066	9704	1633	14	14	0	0	34	14	14	14	14	0	4
