INT	STRING	STRING	STRING	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
101009	101-9 九尾武神	t_mission_name_101009	t_mission_desc_101009	1	101	ts_chapter06_02	1	100080	100090	0	0	6	10			102	10100904	10100901	10100901	10100903	10100903	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
101010	101-10 妖之灵华	t_mission_name_101010	t_mission_desc_101010	1	101	ts_chapter06_02	2	100090	101000	0	0	6	5			101	10101004	10101001	10101001	10101005	10101005	0						2	50010001	6	0	30	2	70010405	1	0	2	2	80020001	1	0	10											1
102001	102-1 雪地萝莉	t_mission_name_102001	t_mission_desc_102001	1	102	ts_chapter07_01	0	101000	101010	0	0	6	99			104	10200101	10200101	10200101	10200101	10200101	0						2	40040001	6	0	100																					1
102002	102-2 食月者	t_mission_name_102002	t_mission_desc_102002	1	102	ts_chapter07_01	0	101010	101020	0	0	6	99			104	10200201	10200201	10200201	10200201	10200201	0						2	40040001	6	0	100																					1
102003	102-3 别致特色	t_mission_name_102003	t_mission_desc_102003	1	102	ts_chapter07_01	1	101020	101030	0	0	6	10			101	10200303	10200301	10200301	10200302	10200302	0						2	40040001	6	0	100	2	40030061	1	0	60	2	80020001	1	0	10											1
102004	102-4 成群结队	t_mission_name_102004	t_mission_desc_102004	1	102	ts_chapter07_01	0	101030	101040	0	0	6	99			103	10200401	10200402	10200402	10200402	10200402	0						2	40040001	6	0	100																					1
102005	102-5 赤色的夜	t_mission_name_102005	t_mission_desc_102005	1	102	ts_chapter07_01	0	101040	101050	0	0	6	99			101	10200501	10200501	10200501	10200502	10200502	0						2	40040001	6	0	100																					1
102006	102-6 愤怒之兔	t_mission_name_102006	t_mission_desc_102006	1	102	ts_chapter07_02	1	101050	101060	0	0	6	10			102	10200604	10200601	10200601	10200603	10200603	0						2	40040001	6	0	100	2	40030062	1	0	60	2	80020001	1	0	10											1
102007	102-7 青狐之箭	t_mission_name_102007	t_mission_desc_102007	1	102	ts_chapter07_02	0	101060	101070	0	0	6	99			101	10200701	10200701	10200701	10200702	10200702	0						2	40040001	6	0	100																					1
102008	102-8 青红不分	t_mission_name_102008	t_mission_desc_102008	1	102	ts_chapter07_02	0	101070	101080	0	0	6	99			102	10200801	10200801	10200801	10200802	10200802	0						2	40040001	6	0	100																					1
102009	102-9 欲望反噬	t_mission_name_102009	t_mission_desc_102009	1	102	ts_chapter07_02	1	101080	101090	0	0	6	10			102	10200904	10200901	10200901	10200905	10200905	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
102010	102-10 亡灵侵袭	t_mission_name_102010	t_mission_desc_102010	1	102	ts_chapter07_02	2	101090	102000	0	0	6	5			102	10201003	10201001	10201001	10201002	10201002	0						2	50010001	6	0	30	2	70020405	1	0	2	2	80020001	1	0	10											1
103001	103-1 巫女集群	t_mission_name_103001	t_mission_desc_103001	1	103	ts_chapter08_01	0	102000	102010	0	0	6	99			104	10300101	10300101	10300101	10300101	10300101	0						2	40040001	6	0	100																					1
103002	103-2 境界警戒	t_mission_name_103002	t_mission_desc_103002	1	103	ts_chapter08_01	0	102010	102020	0	0	6	99			104	10300201	10300201	10300201	10300201	10300201	0						2	40040001	6	0	100																					1
103003	103-3 不露丝毫	t_mission_name_103003	t_mission_desc_103003	1	103	ts_chapter08_01	1	102020	102030	0	0	6	10			101	10300303	10300301	10300301	10300304	10300304	0						2	40040001	6	0	100	2	40030061	1	0	60	2	80020001	1	0	10											1
103004	103-4 大后方	t_mission_name_103004	t_mission_desc_103004	1	103	ts_chapter08_01	0	102030	102040	0	0	6	99			102	10300401	10300401	10300401	10300402	10300402	0						2	40040001	6	0	100																					1
103005	103-5 众议	t_mission_name_103005	t_mission_desc_103005	1	103	ts_chapter08_01	0	102040	102050	0	0	6	99			102	10300501	10300502	10300502	10300503	10300503	0						2	40040001	6	0	100																					1
103006	103-6 雪国风光	t_mission_name_103006	t_mission_desc_103006	1	103	ts_chapter08_02	1	102050	102060	0	0	6	10			102	10300604	10300601	10300601	10300605	10300605	0						2	40040001	6	0	100	2	40030062	1	0	60	2	80020001	1	0	10											1
103007	103-7 雪域祝福	t_mission_name_103007	t_mission_desc_103007	1	103	ts_chapter08_02	0	102060	102070	0	0	6	99			102	10300701	10300702	10300702	10300703	10300703	0						2	40040001	6	0	100																					1
103008	103-8 冰蛇	t_mission_name_103008	t_mission_desc_103008	1	103	ts_chapter08_02	0	102070	102080	0	0	6	99			102	10300801	10300802	10300802	10300803	10300803	0						2	40040001	6	0	100																					1
103009	103-9 白风	t_mission_name_103009	t_mission_desc_103009	1	103	ts_chapter08_02	1	102080	102090	0	0	6	10			102	10300903	10300904	10300904	10300901	10300901	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
103010	103-10 击倒有赏	t_mission_name_103010	t_mission_desc_103010	1	103	ts_chapter08_02	2	102090	103000	0	0	6	5			102	10301004	10301001	10301001	10301002	10301002	0						2	50010001	6	0	30	2	70030405	1	0	2	2	80020001	1	0	10											1
104001	104-1 先权防卫	t_mission_name_104001	t_mission_desc_104001	1	104	ts_chapter09_01	0	103000	103010	0	0	6	99			104	10400101	10400101	10400101	10400101	10400101	0						2	40040001	6	0	100																					1
104002	104-2 防御协助	t_mission_name_104002	t_mission_desc_104002	1	104	ts_chapter09_01	0	103010	103020	0	0	6	99			104	10400201	10400201	10400201	10400201	10400201	0						2	40040001	6	0	100																					1
104003	104-3 强击者	t_mission_name_104003	t_mission_desc_104003	1	104	ts_chapter09_01	1	103020	103030	0	0	6	10			101	10400303	10400301	10400301	10400302	10400302	0						2	40040001	6	0	100	2	40030061	1	0	60	2	80020001	1	0	10											1
104004	104-4 拳击者	t_mission_name_104004	t_mission_desc_104004	1	104	ts_chapter09_01	0	103030	103040	0	0	6	99			101	10400401	10400402	10400402	10400403	10400403	0						2	40040001	6	0	100																					1
104005	104-5 数量至上	t_mission_name_104005	t_mission_desc_104005	1	104	ts_chapter09_01	0	103040	103050	0	0	6	99			101	10400501	10400501	10400501	10400502	10400502	0						2	40040001	6	0	100																					1
104006	104-6 天降之火	t_mission_name_104006	t_mission_desc_104006	1	104	ts_chapter09_02	1	103050	103060	0	0	6	10			101	10400604	10400601	10400601	10400602	10400602	0						2	40040001	6	0	100	2	40030062	1	0	60	2	80020001	1	0	10											1
104007	104-7 凭空而生	t_mission_name_104007	t_mission_desc_104007	1	104	ts_chapter09_02	0	103060	103070	0	0	6	99			102	10400701	10400702	10400702	10400703	10400703	0						2	40040001	6	0	100																					1
104008	104-8 火力支援	t_mission_name_104008	t_mission_desc_104008	1	104	ts_chapter09_02	0	103070	103080	0	0	6	99			102	10400801	10400802	10400802	10400803	10400803	0						2	40040001	6	0	100																					1
104009	104-9 突出重围	t_mission_name_104009	t_mission_desc_104009	1	104	ts_chapter09_02	1	103080	103090	0	0	6	10			102	10400904	10400901	10400901	10400905	10400905	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
104010	104-10 释放	t_mission_name_104010	t_mission_desc_104010	1	104	ts_chapter09_02	2	103090	104000	0	0	6	5			102	10401004	10401001	10401001	10401002	10401002	0						2	50010001	6	0	30	2	70040405	1	0	2	2	80020001	1	0	10											1
105001	105-1 疑云	t_mission_name_105001	t_mission_desc_105001	1	105	ts_chapter10_01	0	104000	104010	0	0	6	99			104	10500101	10500101	10500101	10500101	10500101	0						2	40040001	6	0	100																					1
105002	105-2 苍天之破	t_mission_name_105002	t_mission_desc_105002	1	105	ts_chapter10_01	0	104010	104020	0	0	6	99			104	10500201	10500201	10500201	10500201	10500201	0						2	40040001	6	0	100																					1
105003	105-3 无源之人	t_mission_name_105003	t_mission_desc_105003	1	105	ts_chapter10_01	1	104020	104030	0	0	6	10			101	10500303	10500301	10500301	10500302	10500302	0						2	40040001	6	0	100	2	40030061	1	0	60	2	80020001	1	0	10											1
105004	105-4 黑色崩析	t_mission_name_105004	t_mission_desc_105004	1	105	ts_chapter10_01	0	104030	104040	0	0	6	99			103	10500401	10500402	10500402	10500402	10500402	0						2	40040001	6	0	100																					1
105005	105-5 黄金分裂	t_mission_name_105005	t_mission_desc_105005	1	105	ts_chapter10_01	0	104040	104050	0	0	6	99			103	10500501	10500502	10500502	10500502	10500502	0						2	40040001	6	0	100																					1
105006	105-6 气势压人	t_mission_name_105006	t_mission_desc_105006	1	105	ts_chapter10_02	1	104050	104060	0	0	6	10			102	10500603	10500604	10500604	10500602	10500602	0						2	40040001	6	0	100	2	40030062	1	0	60	2	80020001	1	0	10											1
105007	105-7 巨人棋子	t_mission_name_105007	t_mission_desc_105007	1	105	ts_chapter10_02	0	104060	104070	0	0	6	99			101	10500701	10500701	10500701	10500702	10500702	0						2	40040001	6	0	100																					1
105008	105-8 前排观众	t_mission_name_105008	t_mission_desc_105008	1	105	ts_chapter10_02	0	104070	104080	0	0	6	99			102	10500801	10500802	10500802	10500803	10500803	0						2	40040001	6	0	100																					1
105009	105-9 超贵宾	t_mission_name_105009	t_mission_desc_105009	1	105	ts_chapter10_02	1	104080	104090	0	0	6	10			102	10500903	10500901	10500901	10500904	10500904	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
105010	105-10 固执歌姬	t_mission_name_105010	t_mission_desc_105010	1	105	ts_chapter10_02	2	104090	105000	0	0	6	5			102	10501004	10501001	10501001	10501005	10501005	0						2	50010001	6	0	30	2	70010406	1	0	2	2	80020001	1	0	10											1
106001	106-1 强袭纵队	t_mission_name_106001	t_mission_desc_106001	1	106	ts_chapter05_01	0	105000	105010	0	0	6	99			104	10600101	10600101	10600101	10600101	10600101	0						2	40040001	6	0	100																					1
106002	106-2 炼狱之下	t_mission_name_106002	t_mission_desc_106002	1	106	ts_chapter05_01	0	105010	105020	0	0	6	99			104	10600201	10600201	10600201	10600201	10600201	0						2	40040001	6	0	100																					1
106003	106-3 女仆之心	t_mission_name_106003	t_mission_desc_106003	1	106	ts_chapter05_01	1	105020	105030	0	0	6	10			102	10600303	10600301	10600301	10600302	10600302	0						2	40040001	6	0	100	2	40030061	1	0	60	2	80020001	1	0	10											1
106004	106-4 斩击之魂	t_mission_name_106004	t_mission_desc_106004	1	106	ts_chapter05_01	0	105030	105040	0	0	6	99			101	10600401	10600402	10600402	10600403	10600403	0						2	40040001	6	0	100																					1
106005	106-5 紫气东来	t_mission_name_106005	t_mission_desc_106005	1	106	ts_chapter05_01	0	105040	105050	0	0	6	99			101	10600501	10600501	10600501	10600502	10600502	0						2	40040001	6	0	100																					1
106006	106-6 花园守卫	t_mission_name_106006	t_mission_desc_106006	1	106	ts_chapter05_02	1	105050	105060	0	0	6	10			101	10600604	10600602	10600602	10600601	10600601	0						2	40040001	6	0	100	2	40030062	1	0	60	2	80020001	1	0	10											1
106007	106-7 合金环境	t_mission_name_106007	t_mission_desc_106007	1	106	ts_chapter05_02	0	105060	105070	0	0	6	99			101	10600701	10600702	10600702	10600703	10600703	0						2	40040001	6	0	100																					1
106008	106-8 钢铁雄心	t_mission_name_106008	t_mission_desc_106008	1	106	ts_chapter05_02	0	105070	105080	0	0	6	99			101	10600801	10600801	10600801	10600802	10600802	0						2	40040001	6	0	100																					1
106009	106-9 超史诗	t_mission_name_106009	t_mission_desc_106009	1	106	ts_chapter05_02	1	105080	105090	0	0	6	10			102	10600903	10600901	10600901	10600902	10600902	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
106010	106-10 猎人直觉	t_mission_name_106010	t_mission_desc_106010	1	106	ts_chapter05_02	2	105090	106000	0	0	6	5			101	10601004	10601001	10601001	10601003	10601003	0						2	50010001	6	0	30	2	70020406	1	0	2	2	80020001	1	0	10											1
107001	107-1 训练重置	t_mission_name_107001	t_mission_desc_107001	1	107	ts_chapter01	0	106000	106010	0	0	6	99			104	10700101	10700101	10700101	10700101	10700101	0						2	40040001	6	0	100																					1
107002	107-2 大口径	t_mission_name_107002	t_mission_desc_107002	1	107	ts_chapter01	0	106010	106020	0	0	6	99			104	10700201	10700201	10700201	10700201	10700201	0						2	40040001	6	0	100																					1
107003	107-3 另类轰炸	t_mission_name_107003	t_mission_desc_107003	1	107	ts_chapter01	1	106020	106030	0	0	6	10			101	10700303	10700302	10700302	10700301	10700301	0						2	40040001	6	0	100	2	40030061	1	0	60	2	80020001	1	0	10											1
107004	107-4 人工循环	t_mission_name_107004	t_mission_desc_107004	1	107	ts_chapter01	0	106030	106040	0	0	6	99			101	10700401	10700402	10700402	10700401	10700401	0						2	40040001	6	0	100																					1
107005	107-5 持械障碍	t_mission_name_107005	t_mission_desc_107005	1	107	ts_chapter01	0	106040	106050	0	0	6	99			101	10700501	10700501	10700501	10700502	10700502	0						2	40040001	6	0	100																					1
107006	107-6 服务周到	t_mission_name_107006	t_mission_desc_107006	1	107	ts_chapter01	1	106050	106060	0	0	6	10			101	10700602	10700603	10700603	10700604	10700604	0						2	40040001	6	0	100	2	40030062	1	0	60	2	80020001	1	0	10											1
107007	107-7 合成倾向	t_mission_name_107007	t_mission_desc_107007	1	107	ts_chapter01	0	106060	106070	0	0	6	99			104	10700701	10700702	10700702	10700702	10700702	0						2	40040001	6	0	100																					1
107008	107-8 更强混血	t_mission_name_107008	t_mission_desc_107008	1	107	ts_chapter01	0	106070	106080	0	0	6	99			101	10700801	10700801	10700801	10700802	10700802	0						2	40040001	6	0	100																					1
107009	107-9 卖萌武神	t_mission_name_107009	t_mission_desc_107009	1	107	ts_chapter01	1	106080	106090	0	0	6	10			101	10700904	10700902	10700902	10700901	10700901	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
107010	107-10 暗影之红	t_mission_name_107010	t_mission_desc_107010	1	107	ts_chapter01	2	106090	107000	0	0	6	5			102	10701004	10701001	10701001	10701002	10701002	0						2	50010001	6	0	30	2	70030406	1	0	2	2	80020001	1	0	10											1
108001	108-1 少女与猫	t_mission_name_108001	t_mission_desc_108001	1	108	ts_chapter09_01	0	107000	107010	0	0	6	99			104	10800101	10800101	10800101	10800101	10800101	0						2	40040001	6	0	100																					1
108002	108-2 武馆	t_mission_name_108002	t_mission_desc_108002	1	108	ts_chapter09_01	0	107010	107020	0	0	6	99			104	10800201	10800201	10800201	10800201	10800201	0						2	40040001	6	0	100																					1
108003	108-3 午夜急诊	t_mission_name_108003	t_mission_desc_108003	1	108	ts_chapter09_01	1	107020	107030	0	0	6	10			101	10800303	10800301	10800301	10800302	10800302	0						2	40040001	6	0	100	2	40030061	1	0	60	2	80020001	1	0	10											1
108004	108-4 学者	t_mission_name_108004	t_mission_desc_108004	1	108	ts_chapter09_01	0	107030	107040	0	0	6	99			103	10800401	10800402	10800402	10800402	10800402	0						2	40040001	6	0	100																					1
108005	108-5 啸天	t_mission_name_108005	t_mission_desc_108005	1	108	ts_chapter09_01	0	107040	107050	0	0	6	99			101	10800501	10800501	10800501	10800502	10800502	0						2	40040001	6	0	100																					1
108006	108-6 武者	t_mission_name_108006	t_mission_desc_108006	1	108	ts_chapter09_02	1	107050	107060	0	0	6	10			102	10800604	10800601	10800601	10800605	10800605	0						2	40040001	6	0	100	2	40030062	1	0	60	2	80020001	1	0	10											1
108007	108-7 解煞	t_mission_name_108007	t_mission_desc_108007	1	108	ts_chapter09_02	0	107060	107070	0	0	6	99			101	10800701	10800702	10800702	10800703	10800703	0						2	40040001	6	0	100																					1
108008	108-8 战斗	t_mission_name_108008	t_mission_desc_108008	1	108	ts_chapter09_02	0	107070	107080	0	0	6	99			103	10800801	10800802	10800802	10800802	10800802	0						2	40040001	6	0	100																					1
108009	108-9 路过少女	t_mission_name_108009	t_mission_desc_108009	1	108	ts_chapter09_02	1	107080	107090	0	0	6	10			101	10800904	10800905	10800905	10800901	10800901	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
108010	108-10 认真系	t_mission_name_108010	t_mission_desc_108010	1	108	ts_chapter09_02	2	107090	108000	0	0	6	5			102	10801004	10801001	10801001	10801005	10801005	0						2	50010001	6	0	30	2	70040406	1	0	2	2	80020001	1	0	10											1
109001	109-1 精灵守护	t_mission_name_109001	t_mission_desc_109001	1	109	ts_chapter05_01	0	108000	108010	0	0	6	99			104	10900101	10900101	10900101	10900101	10900101	0						2	40040001	6	0	100																					1
109002	109-2 数组守护	t_mission_name_109002	t_mission_desc_109002	1	109	ts_chapter05_01	0	108010	108020	0	0	6	99			104	10900201	10900201	10900201	10900201	10900201	0						2	40040001	6	0	100																					1
109003	109-3 生活守护	t_mission_name_109003	t_mission_desc_109003	1	109	ts_chapter05_01	1	108020	108030	0	0	6	10			102	10900303	10900301	10900301	10900302	10900302	0						2	40040001	6	0	100	2	40030061	1	0	60	2	80020001	1	0	10											1
109004	109-4 冲击守护	t_mission_name_109004	t_mission_desc_109004	1	109	ts_chapter05_01	0	108030	108040	0	0	6	99			101	10900401	10900402	10900402	10900403	10900403	0						2	40040001	6	0	100																					1
109005	109-5 跟进守护	t_mission_name_109005	t_mission_desc_109005	1	109	ts_chapter05_01	0	108040	108050	0	0	6	99			101	10900501	10900501	10900501	10900502	10900502	0						2	40040001	6	0	100																					1
109006	109-6 志愿守护	t_mission_name_109006	t_mission_desc_109006	1	109	ts_chapter05_02	1	108050	108060	0	0	6	10			101	10900604	10900602	10900602	10900601	10900601	0						2	40040001	6	0	100	2	40030062	1	0	60	2	80020001	1	0	10											1
109007	109-7 本地守护	t_mission_name_109007	t_mission_desc_109007	1	109	ts_chapter05_02	0	108060	108070	0	0	6	99			101	10900701	10900702	10900702	10900703	10900703	0						2	40040001	6	0	100																					1
109008	109-8 精英守护	t_mission_name_109008	t_mission_desc_109008	1	109	ts_chapter05_02	0	108070	108080	0	0	6	99			101	10900801	10900801	10900801	10900802	10900802	0						2	40040001	6	0	100																					1
109009	109-9 稀有守护	t_mission_name_109009	t_mission_desc_109009	1	109	ts_chapter05_02	1	108080	108090	0	0	6	10			102	10900903	10900901	10900901	10900902	10900902	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
109010	109-10 时间守护	t_mission_name_109010	t_mission_desc_109010	1	109	ts_chapter05_02	2	108090	109000	0	0	6	5			101	10901004	10901001	10901001	10901003	10901003	0						2	50010001	6	0	30	2	70010401	1	0	2	2	80020001	1	0	10											1
110001	110-1 无魂之躯	t_mission_name_110001	t_mission_desc_110001	1	110	ts_chapter02	0	109000	109010	0	0	6	99			104	11000101	11000101	11000101	11000101	11000101	0						2	40040001	6	0	100																					1
110002	110-2 超负荷	t_mission_name_110002	t_mission_desc_110002	1	110	ts_chapter02	0	109010	109020	0	0	6	99			104	11000201	11000201	11000201	11000201	11000201	0						2	40040001	6	0	100																					1
110003	110-3 使用不精	t_mission_name_110003	t_mission_desc_110003	1	110	ts_chapter02	1	109020	109030	0	0	6	10			101	11000303	11000301	11000301	11000302	11000302	0						2	40040001	6	0	100	2	40030061	1	0	60	2	80020001	1	0	10											1
110004	110-4 精神污染	t_mission_name_110004	t_mission_desc_110004	1	110	ts_chapter02	0	109030	109040	0	0	6	99			101	11000401	11000401	11000401	11000402	11000402	0						2	40040001	6	0	100																					1
110005	110-5 精准回避	t_mission_name_110005	t_mission_desc_110005	1	110	ts_chapter02	0	109040	109050	0	0	6	99			101	11000501	11000501	11000501	11000502	11000502	0						2	40040001	6	0	100																					1
110006	110-6 无阶级	t_mission_name_110006	t_mission_desc_110006	1	110	ts_chapter02	1	109050	109060	0	0	6	10			102	11000604	11000601	11000601	11000602	11000602	0						2	40040001	6	0	100	2	40030062	1	0	60	2	80020001	1	0	10											1
110007	110-7 数据陌生	t_mission_name_110007	t_mission_desc_110007	1	110	ts_chapter02	0	109060	109070	0	0	6	99			102	11000701	11000702	11000702	11000703	11000703	0						2	40040001	6	0	100																					1
110008	110-8 更多火焰	t_mission_name_110008	t_mission_desc_110008	1	110	ts_chapter02	0	109070	109080	0	0	6	99			101	11000801	11000801	11000801	11000802	11000802	0						2	40040001	6	0	100																					1
110009	110-9 不能理解	t_mission_name_110009	t_mission_desc_110009	1	110	ts_chapter02	1	109080	109090	0	0	6	10			101	11000904	11000901	11000901	11000902	11000902	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
110010	110-10 创造失败	t_mission_name_110010	t_mission_desc_110010	1	110	ts_chapter02	2	109090	110000	0	0	6	5			102	11001004	11001001	11001001	11001005	11001005	0						2	50010001	6	0	30	2	70020401	1	0	2	2	80020001	1	0	10											1
111001	111-1 机甲赛高	t_mission_name_111001	t_mission_desc_111001	1	111	ts_chapter03_01	0	110000	110010	0	0	6	99			104	11100101	11100101	11100101	11100101	11100101	0						2	40040001	6	0	100																					1
111002	111-2 粗制弹头	t_mission_name_111002	t_mission_desc_111002	1	111	ts_chapter03_01	0	110010	110020	0	0	6	99			104	11100201	11100201	11100201	11100201	11100201	0						2	40040001	6	0	100																					1
111003	111-3 材料力学	t_mission_name_111003	t_mission_desc_111003	1	111	ts_chapter03_01	1	110020	110030	0	0	6	10			102	11100302	11100303	11100303	11100304	11100304	0						2	40040001	6	0	100	2	40030061	1	0	60	2	80020001	1	0	10											1
111004	111-4 更大动能	t_mission_name_111004	t_mission_desc_111004	1	111	ts_chapter03_01	0	110030	110040	0	0	6	99			101	11100401	11100401	11100401	11100402	11100402	0						2	40040001	6	0	100																					1
111005	111-5 更精确	t_mission_name_111005	t_mission_desc_111005	1	111	ts_chapter03_01	0	110040	110050	0	0	6	99			101	11100501	11100501	11100501	11100502	11100502	0						2	40040001	6	0	100																					1
111006	111-6 超频炮塔	t_mission_name_111006	t_mission_desc_111006	1	111	ts_chapter03_02	1	110050	110060	0	0	6	10			102	11100602	11100603	11100603	11100604	11100604	0						2	40040001	6	0	100	2	40030062	1	0	60	2	80020001	1	0	10											1
111007	111-7 不知所用	t_mission_name_111007	t_mission_desc_111007	1	111	ts_chapter03_02	0	110060	110070	0	0	6	99			103	11100701	11100702	11100702	11100702	11100702	0						2	40040001	6	0	100																					1
111008	111-8 更正策略	t_mission_name_111008	t_mission_desc_111008	1	111	ts_chapter03_02	0	110070	110080	0	0	6	99			101	11100801	11100801	11100801	11100802	11100802	0						2	40040001	6	0	100																					1
111009	111-9 材料优势	t_mission_name_111009	t_mission_desc_111009	1	111	ts_chapter03_02	1	110080	110090	0	0	6	10			102	11100904	11100901	11100901	11100902	11100902	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
111010	111-10 肮脏的炮	t_mission_name_111010	t_mission_desc_111010	1	111	ts_chapter03_02	2	110090	111000	0	0	6	5			102	11101004	11101001	11101001	11101002	11101002	0						2	50010001	6	0	30	2	70030401	1	0	2	2	80020001	1	0	10											1
112001	112-1 徒有其表	t_mission_name_112001	t_mission_desc_112001	1	112	ts_chapter04_01	0	111000	111010	0	0	6	99			104	11200101	11200101	11200101	11200101	11200101	0						2	40040001	6	0	100																					1
112002	112-2 无法解决	t_mission_name_112002	t_mission_desc_112002	1	112	ts_chapter04_01	0	111010	111020	0	0	6	99			104	11200201	11200201	11200201	11200201	11200201	0						2	40040001	6	0	100																					1
112003	112-3 实心机甲	t_mission_name_112003	t_mission_desc_112003	1	112	ts_chapter04_01	1	111020	111030	0	0	6	10			101	11200303	11200301	11200301	11200302	11200302	0						2	40040001	6	0	100	2	40030061	1	0	60	2	80020001	1	0	10											1
112004	112-4 噪声抑制	t_mission_name_112004	t_mission_desc_112004	1	112	ts_chapter04_01	0	111030	111040	0	0	6	99			103	11200401	11200402	11200402	11200402	11200402	0						2	40040001	6	0	100																					1
112005	112-5 合金傀儡	t_mission_name_112005	t_mission_desc_112005	1	112	ts_chapter04_01	0	111040	111050	0	0	6	99			101	11200501	11200501	11200501	11200502	11200502	0						2	40040001	6	0	100																					1
112006	112-6 不女仆	t_mission_name_112006	t_mission_desc_112006	1	112	ts_chapter04_02	1	111050	111060	0	0	6	10			102	11200604	11200601	11200601	11200603	11200603	0						2	40040001	6	0	100	2	40030062	1	0	60	2	80020001	1	0	10											1
112007	112-7 各自为战	t_mission_name_112007	t_mission_desc_112007	1	112	ts_chapter04_02	0	111060	111070	0	0	6	99			101	11200701	11200702	11200702	11200703	11200703	0						2	40040001	6	0	100																					1
112008	112-8 无协动	t_mission_name_112008	t_mission_desc_112008	1	112	ts_chapter04_02	0	111070	111080	0	0	6	99			101	11200801	11200802	11200802	11200803	11200803	0						2	40040001	6	0	100																					1
112009	112-9 伪造神	t_mission_name_112009	t_mission_desc_112009	1	112	ts_chapter04_02	1	111080	111090	0	0	6	10			102	11200904	11200902	11200902	11200901	11200901	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
112010	112-10 金属叉子	t_mission_name_112010	t_mission_desc_112010	1	112	ts_chapter04_02	2	111090	112000	0	0	6	5			102	11201004	11201001	11201001	11201003	11201003	0						2	50010001	6	0	30	2	70040401	1	0	2	2	80020001	1	0	10											1
113001	113-1 猴子原型	t_mission_name_113001	t_mission_desc_113001	1	113	ts_chapter05_01	0	112000	112010	0	0	6	99			104	11300101	11300101	11300101	11300101	11300101	0						2	40040001	6	0	100																					1
113002	113-2 离子金	t_mission_name_113002	t_mission_desc_113002	1	113	ts_chapter05_01	0	112010	112020	0	0	6	99			104	11300201	11300201	11300201	11300201	11300201	0						2	40040001	6	0	100																					1
113003	113-3 白银幻想	t_mission_name_113003	t_mission_desc_113003	1	113	ts_chapter05_01	1	112020	112030	0	0	6	10			101	11300303	11300304	11300304	11300301	11300301	0						2	40040001	6	0	100	2	40030061	1	0	60	2	80020001	1	0	10											1
113004	113-4 无从信仰	t_mission_name_113004	t_mission_desc_113004	1	113	ts_chapter05_01	0	112030	112040	0	0	6	99			101	11300401	11300402	11300402	11300403	11300403	0						2	40040001	6	0	100																					1
113005	113-5 冶炼工艺	t_mission_name_113005	t_mission_desc_113005	1	113	ts_chapter05_01	0	112040	112050	0	0	6	99			101	11300501	11300501	11300501	11300502	11300502	0						2	40040001	6	0	100																					1
113006	113-6 精神力场	t_mission_name_113006	t_mission_desc_113006	1	113	ts_chapter05_02	1	112050	112060	0	0	6	10			101	11300604	11300601	11300601	11300605	11300605	0						2	40040001	6	0	100	2	40030062	1	0	60	2	80020001	1	0	10											1
113007	113-7 新装巨像	t_mission_name_113007	t_mission_desc_113007	1	113	ts_chapter05_02	0	112060	112070	0	0	6	99			103	11300701	11300702	11300702	11300702	11300702	0						2	40040001	6	0	100																					1
113008	113-8 容纳舱	t_mission_name_113008	t_mission_desc_113008	1	113	ts_chapter05_02	0	112070	112080	0	0	6	99			101	11300801	11300801	11300801	11300802	11300802	0						2	40040001	6	0	100																					1
113009	113-9 超规模	t_mission_name_113009	t_mission_desc_113009	1	113	ts_chapter05_02	1	112080	112090	0	0	6	10			101	11300904	11300901	11300901	11300902	11300902	0						2	40040001	6	0	100	2	40030063	1	0	60	2	80020001	1	0	10											1
113010	113-10 装饰性	t_mission_name_113010	t_mission_desc_113010	1	113	ts_chapter05_02	2	112090	113000	0	0	6	5			101	11301004	11301001	11301001	11301005	11301005	0						2	50010001	6	0	30	2	70010402	1	0	2	2	80020001	1	0	10											1
114001	114-1 纯容纳	t_mission_name_114001	t_mission_desc_114001	1	114	ts_chapter06_01	0	113000	113010	0	0	6	99			104	11400101	11400101	11400101	11400101	11400101	0						2	40040001	6	0	100																					1
114002	114-2 大头猫	t_mission_name_114002	t_mission_desc_114002	1	114	ts_chapter06_01	0	113010	113020	0	0	6	99			104	11400201	11400201	11400201	11400201	11400201	0						2	40040001	6	0	100																					1
