INT	STRING	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT
20100	暗影淑女	t_huiyi_sub_name_20100	2	至少阿丝奈是这么认为的，即便是在暗夜中，夜魇也要做到大家闺秀的感觉，于是就组织了很多在战斗中依旧保持风度的少女一点点指导，哼，为什么不叫上我嘞	t_huiyi_sub_lang_20100	90010500	90010405	90010401	90010008	90010049	5	1	11400	4560	6	1	0.4	26	6	0			
20101	女仆之王	t_huiyi_sub_name_20101	2	女仆长可以跟在座的各位平起平坐，其实即便是普通女仆坐在一起也没有什么问题的，毕竟女仆都是那么的可爱	t_huiyi_sub_lang_20101	90010400	90010205	90010206	90010405		4	5	1260	504	10	1	0.4	27	7	0			
20102	身陷囹圄	t_huiyi_sub_name_20102	2	魔法剑客在一次追猎的过程中不小心落入了敌人设下的圈套，以至于自己被困在了不可名状的结界之中，多亏这几位出手相救	t_huiyi_sub_lang_20102	90010503	90010206	90010402	90010403		4	5	1260	504	10	1	0.4	24	7	0			
20103	似曾相识	t_huiyi_sub_name_20103	2	梦境中多少还是有一些和现实中的感触区别，然而这细微的区别勾起了阿丝奈的回忆	t_huiyi_sub_lang_20103	90010500	90010203	90010207	90010209		4	4	1260	504	9	1	0.4	27	7	0			
20104	各尽不同	t_huiyi_sub_name_20104	2	我就说了一句武器要维护的来我这里登记一下，结果来的这几个人还都不一样…炮姐不要闹，领硬币的话去财务部！	t_huiyi_sub_lang_20104	90010500	90010203	90010209	90010211		4	1	12600	5040	6	1	0.4	28	7	0			
20105	神秘过去	t_huiyi_sub_name_20105	2	今天不经意间听见狂姗小姐对灼眼公主说似乎很久以前黄金神王和黑色射手其实是敌人呢，黑色射手几乎以一人之力解决了黄金神王的所有部队，不过作为一个女仆偷听客人说话是不对的	t_huiyi_sub_lang_20105	90010501	90010405	90010204	90010401	90010036	5	31	1290	516	33	1	0.4	28	7	0			
20106	消夏烟火	t_huiyi_sub_name_20106	2	不知道她们是怎么做到的，但是她们配合做出来的太空焰火是我此生见过的最美丽的烟花表演，感谢你们的努力	t_huiyi_sub_lang_20106	90010501	90010401	90010403	90010405	90010207	5	31	1440	576	33	1	0.4	27	8	0			
20107	威严不灭	t_huiyi_sub_name_20107	2	异界生物清缴誓师的视频，虽然斗人少尉要带领的这几位都是狠角色，但是显然斗人少尉的威严却依旧那么强势	t_huiyi_sub_lang_20107	90010500	90010215	90010404	90010403	90010202	5	1	14400	5760	6	1	0.4	28	8	0			
20108	气势压制	t_huiyi_sub_name_20108	2	zero最近的状态好像要比之前要好得多，还是说我们的阿丝奈比较厉害呢？只要阿丝奈持剑和召唤师站在zero的面前，基本上就可以压制住狂暴的zero小朋友	t_huiyi_sub_lang_20108	90010500	90010502	90010206			3	1	21000	8400	6	1	0.4	28	9	0			
20109	灵异事件	t_huiyi_sub_name_20109	2	就在蝴蝶直播唱歌的时候，她背后的镜子里的她扭头看了她一眼，吓得正在看她直播的几位赶紧冲到了她家，并打碎了镜子	t_huiyi_sub_lang_20109	90010504	90010501	90010406	90010207		4	5	1800	720	10	2	0.8	24	10	0			
20110	回收武器	t_huiyi_sub_name_20110	2	波波利投掷出去的枪莫名其妙地不受引力控制之前飘到了失重空间中，在三竹立的配合下几位妹子成功地将枪回收了回来，但是伤了很多花花草草	t_huiyi_sub_lang_20110	90010503	90010400	90010212	90010205		4	3	1800	720	8	2	0.8	23	10	0			
20111	边境巡防	t_huiyi_sub_name_20111	2	这个小组是由斗人少尉直接领导，负责巡视这个星际空间“不存在的边界”的，毕竟人们永远不知道那些从不知道的地方来的生物到底什么时候会再次出现	t_huiyi_sub_lang_20111	90010501	90010500	90010401	90010202		4	5	1800	720	10	2	0.8	27	10	0			
20112	神出鬼没	t_huiyi_sub_name_20112	2	斗人喝茶的时候还在跟这几位在吐槽阿紫到底有多神出鬼没多烦人的时候，突然阿紫从斗人的身后出现并将斗人按在了茶桌上	t_huiyi_sub_lang_20112	90010501	90010500	90010404	90010202	90010215	5	1	19800	7920	6	2	0.8	28	11	0			
20113	冥界移民	t_huiyi_sub_name_20113	2	妖妄之梦春游团的第二站就是幽灵公主的地盘，结果大家在赏花的过程中突然遇上了阎魔转移冥界居民，突然间天昏地暗，好好的赏樱之旅变成了百鬼夜行观摩	t_huiyi_sub_lang_20113	90010503	90010500	90010208	90010205	90010207	5	31	1980	792	33	2	0.8	25	11	0			
20114	最强直播	t_huiyi_sub_name_20114	2	这次蝴蝶实打实地找了一个超大的房间，以容下几位朋友以及一大堆狂姗的伴舞，这次的歌会直播直接成为了Xoutube的热门话题	t_huiyi_sub_lang_20114	90010501	90010500	90010504	90010404		4	3	2820	1128	8	2	0.8	26	13	0			
30001	平易近人	t_huiyi_sub_name_30001	3	跟赤鬼王一起逛街和跟青鬼王完全不一样的感觉，其他赤鬼都把我当情敌看待…PS:你们赤鬼都是百合么	t_huiyi_sub_lang_30001	90010057					1	4	30	12									
30002	迷途羔羊	t_huiyi_sub_name_30002	3	在我的记忆中她是一个搞不通自己方向的人，这就是为什么她比我先进入这里，反而只能当雇佣兵的原因	t_huiyi_sub_lang_30002	90010101					1	32	30	12									
30003	对脸懵逼	t_huiyi_sub_name_30003	3	女武神第一次在自己的房间里看见了另外一个活生生的自己，吓得两个女武神都跑来找我，那一刻我是懵逼的	t_huiyi_sub_lang_30003	90010024					1	32	30	12									
30004	重整旗鼓	t_huiyi_sub_name_30004	3	黄金神王重新审视自己的战斗历程，并重新组建自己的部队，不过我还是拒绝加入他的部队，毕竟我酒量不行	t_huiyi_sub_lang_30004	90010036					1	1	300	120									
30005	隐藏不能	t_huiyi_sub_name_30005	3	九尾妖狐由于巨大的能力转变，失去了隐藏自己九条尾巴的能力，不过说来也没什么好隐藏的，毕竟我早早就知道了	t_huiyi_sub_lang_30005	90010066					1	5	30	12									
30006	应征入伍	t_huiyi_sub_name_30006	3	根据《机甲召集令》机械女仆逐渐开始接受战斗化改造，端着咖啡杯跟我诉苦了好久，还好不是让我喝酒	t_huiyi_sub_lang_30006	90010035					1	3	30	12									
30007	武器切换	t_huiyi_sub_name_30007	3	鬼巫女放下了手中的御币，开始学习日本刀，由驱鬼转为斩鬼，反正我不是很能理解	t_huiyi_sub_lang_30007	90010067					1	31	30	12									
30008	气质训练	t_huiyi_sub_name_30008	3	雪女应我的邀请为妖狐少女进行气质训练，不过看起来是妖狐少女太笨拙了，气的雪女甩了她一身的雪花，不过又都被伞挡住了	t_huiyi_sub_lang_30008	90010062	90010055				2	3	60	24									
30009	独行学者	t_huiyi_sub_name_30009	3	钢妹总是独来独往的，我今天约她吃饭又失败了，似乎她这种独来独往是从夜魇的身上学来的，毕竟夜魇小姐可是钢妹的剑术启蒙老师啊	t_huiyi_sub_lang_30009	90010101	90010049				2	1	600	240									
30010	气场悬殊	t_huiyi_sub_name_30010	3	今天眼睁睁看见白蛇妖气场上完全压制住了青鬼王，不过白蛇妖本身就是比青鬼王高阶的妖怪，气场上压过去也没有太大的问题	t_huiyi_sub_lang_30010	90010059	90010042				2	4	60	24									
30011	心生动容	t_huiyi_sub_name_30011	3	可能是炮击天使最近缺钱缺到过不下去了吧，座敷童子竟然主动要求去她家住两天，至少童子跟我说今后月底都会住在炮击那里	t_huiyi_sub_lang_30011	90010069	90010007				2	5	60	24									
30012	毛绒喜好	t_huiyi_sub_name_30012	3	机甲将军在月兔面前实在是无法隐藏自己对毛绒的喜好，每次还得我提醒他，毕竟碰了月兔的耳朵的话，无论是谁都要挨一顿胖揍	t_huiyi_sub_lang_30012	90010052	90010027				2	3	60	24									
30013	感知系统	t_huiyi_sub_name_30013	3	今天检查了一下服务器日志，才知道机甲将军肩背部分的触角一样的东西居然是根据九尾尾巴的感知系统设计的，相当于背后有眼	t_huiyi_sub_lang_30013	90010066	90010027				2	32	60	24									
30014	自带光照	t_huiyi_sub_name_30014	3	如果不是黄金神王应邀和夜魇玩捉迷藏的话，我都不知道丛林里那两个荧光棒一样的东西是黄金神王的两个袖剑	t_huiyi_sub_lang_30014	90010049	90010036				2	32	60	24									
30015	异地重逢	t_huiyi_sub_name_30015	3	其实自从钢妹失踪之后我就再也没有得到过任何关于她的消息，我们剩下的同学还搞了个纪念仪式呢，结果没想到看见她在这儿过得还挺滋润的	t_huiyi_sub_lang_30015	90010101	90010100				2	4	60	24									
30016	无欲女神	t_huiyi_sub_name_30016	3	欲望君主很苦恼地跟我抱怨女武神的事情，她以为女武神那么多分身，一定可以从她身上收集到很多欲望吧，结果她惊奇地发现女武神真的一点儿欲望都没有，包括对美食的欲望	t_huiyi_sub_lang_30016	90010053	90010024				2	1	600	240									
30017	皇亲国戚	t_huiyi_sub_name_30017	3	青鬼王今天又要我陪她去逛街，居然是带着好几十个青鬼去的，各个把我王爷伺候着，我已经不想说话了	t_huiyi_sub_lang_30017	90010100	90010042				2	31	60	24									
30018	区域探测	t_huiyi_sub_name_30018	3	夜魇的总是喜欢拉着各种玩捉迷藏，说是为了测试自己的隐蔽性；我跟机甲将军一起去的，没想到机甲将军的区域探测系统好用到从始至终都能看见夜魇的位置	t_huiyi_sub_lang_30018	90010049	90010027				2	32	60	24									
30019	抗性测验	t_huiyi_sub_name_30019	3	这次是总部安排的针对斩击天使自身冲击力的抗性测试，我眼睁睁地看着斩击天使举着塑料棒子把两个鬼王冲击撞飞，唯独白蛇妖她无论怎样都打不到	t_huiyi_sub_lang_30019	90010042	90010057	90010059	90010008		4	4	120	48									
30020	欲望分析	t_huiyi_sub_name_30020	3	欲望君主对我们几个的欲望成分进行了分析，结果表明除了我以外，剩下的几个少女都是纯天然无公害的类型，仅有的欲望连欲望君主自己都舍不得吞噬	t_huiyi_sub_lang_30020	90010024	90010035	90010053	90010055		4	5	120	48									
30021	贪财之人	t_huiyi_sub_name_30021	3	红白这个家伙真的是缺钱缺到爆炸了么，她居然向我推销她自己的泳装写真，居然还试图强买强卖，最终还是被我用几张百元大钞制服了	t_huiyi_sub_lang_30021	90010209					1	5	180	72									
30022	赏金猎人	t_huiyi_sub_name_30022	3	魔法剑客很多情况下只是为钱而去狩猎的，今天总部派给她的委托她居然还掏出计算器跟我讲了半天价钱…	t_huiyi_sub_lang_30022	90010402					1	32	180	72									
30023	高危工作	t_huiyi_sub_name_30023	3	其实基地里很多高危工作已经是由机器人来完成了，但是一些不适合机器人操作但是又很高危的工作，还是直接让C.C.同学上吧	t_huiyi_sub_lang_30023	90010211					1	5	180	72									
30024	电磁推进	t_huiyi_sub_name_30024	3	炮击天使向我请求借鉴一些炮姐的电磁炮技术，她觉得的这样的话炮台至少不会像之前那样那么容易过热，然而我真正带着炮姐来见她的时候，她的所有炮台都因为强电磁干扰而失灵了	t_huiyi_sub_lang_30024	90010203	90010007				2	1	2100	840									
30025	神之气场	t_huiyi_sub_name_30025	3	其实今天一起合影的时候就感受到了女武神跟一卡螺丝相比更像是神的感觉，也难怪伊卡只是一个人造天使。不过实话实说，我们合影是和数不清的的女武神分身一起合影的	t_huiyi_sub_lang_30025	90010403	90010024				2	3	210	84									
30026	稀有对象	t_huiyi_sub_name_30026	3	我今天看见波波利和赤鬼王一起出去逛街，这个脑回路清奇的波波利同学到底是如何和赤鬼王关系那么好的，大概是赤鬼王的个人魅力问题吧，似乎所有人都可以和她成为朋友	t_huiyi_sub_lang_30026	90010205	90010057				2	31	210	84									
30027	完全粉碎	t_huiyi_sub_name_30027	3	今天突然接到急报说机甲将军的机甲被直接破坏成了零件状态，而本人也被送往星际急救中心，据说只是因为叫了一声紫妈(*y!(@Iugkiadbkaxb	t_huiyi_sub_lang_30027	90010215	90010027				2	3	210	84									
30028	王与王威	t_huiyi_sub_name_30028	3	今天和C.C.女王约会，半路上遇到了盛装出行的青鬼王，她居然还想给我和C.C.女王摆架子，后面发生的很不愉快的事情还是不要记下来的好	t_huiyi_sub_lang_30028	90010211	90010042				2	3	210	84									
30029	讨鬼之心	t_huiyi_sub_name_30029	3	无意间发现了魔法剑客的个人资料，似乎整个星际间只有她和鬼巫女两个人是专以讨鬼为生的，只不过魔法剑客的叫法会更好听一点——恶魔猎人	t_huiyi_sub_lang_30029	90010402	90010067				2	31	210	84									
30030	红蓝CP	t_huiyi_sub_name_30030	3	我们一直说自古红蓝出CP，我倒是深信不疑的，直到今天我听见了红白和雪女吵架说：“不帮老娘挣钱就给老娘滚!”…应该只是红白的脾气不是特别好吧	t_huiyi_sub_lang_30030	90010209	90010062				2	31	210	84									
30031	武器继承	t_huiyi_sub_name_30031	3	今天我尝试着配合研究者让强袭天使的武器继承一部分zero武器的属性，不过看来zero对这件事情倒是很无所谓，她应该私下里和强袭天使是很好的朋友吧	t_huiyi_sub_lang_30031	90010206	90010006				2	1	2100	840									
30032	冷美女	t_huiyi_sub_name_30032	3	助手问我觉得这个时空里到底哪些人给自己的感觉比较冷，我想到的只有这两个：一个是直观上温度低，另外一个就是话少的吓人	t_huiyi_sub_lang_30032	90010205	90010062				2	32	210	84									
30033	枪法比拼	t_huiyi_sub_name_30033	3	为了争夺一碗豚骨拉面，莫名其妙地就这样来了一场对决，结果输的一塌糊涂，完全不想说话	t_huiyi_sub_lang_30033	90010406	90010100				2	3	210	84									
30034	属性附加	t_huiyi_sub_name_30034	3	灼眼公主跟我闹着要把斩击天使的武器附加上她的炎属性，斩击天使自己也很乐意加上，不过试验中对目标斩击的几次弹刀让斩击天使放弃了这种想法	t_huiyi_sub_lang_30034	90010401	90010008				2	1	2100	840									
30035	魔力释放	t_huiyi_sub_name_30035	3	双枪少女还不能熟练地控制自己的魔力，不过在我给她引见九尾妖狐之后，似乎体内的力量变得灵活了很多	t_huiyi_sub_lang_30035	90010406	90010066				2	31	210	84									
30036	命运转折	t_huiyi_sub_name_30036	3	其实把我和钢妹从现世界召唤来的就是明日少尉，据说明日少尉最早从高纬度时空碎片中偶然看见了我和钢妹的未来，其实召唤过来一定意义上将也是对我和钢妹的一种拯救	t_huiyi_sub_lang_30036	90010201	90010101	90010100			3	3	240	96									
30037	武器选择	t_huiyi_sub_name_30037	3	火女当时是极力推荐钢妹也使用扇子做武器，但是青鬼王毕竟有一定的王的威严，极力推荐钢妹使用传统刀剑类武器，所以一定程度上钢妹选择现在的武器还是受青鬼王影响的	t_huiyi_sub_lang_30037	90010404	90010042	90010101			3	3	240	96									
30038	阵地战术	t_huiyi_sub_name_30038	3	女武神很明显是喜欢正面上的那种类型，但是显然对于座敷童子来说，正面就没有那么强硬了，至于双枪少女，她可以随时打黑抢啊~不说了我要被座敷打了	t_huiyi_sub_lang_30038	90010406	90010069	90010024			3	4	240	96									
30039	武器研究	t_huiyi_sub_name_30039	3	魔法剑客的枪剑结合新搭配在一定程度上是对这里的传统武器搭配方式是一种冲击，至少强袭天使和夜魇表示强烈的好奇：一个想把枪械改装到镰刀上，另一个单纯只是想打黑枪	t_huiyi_sub_lang_30039	90010402	90010006	90010049			3	4	240	96									
30040	面瘫传染	t_huiyi_sub_name_30040	3	明明今天应该是很开心的一次茶会，我在波波利的星球上邀请了鬼巫女和九尾一起来作客，结果就是冷场王波波利同学把面无表情的属性传染给了本身就很严肃的鬼巫女和正在惆怅掉毛的九尾同学…	t_huiyi_sub_lang_30040	90010205	90010066	90010067	90010100		4	31	270	108									
30041	及时制止	t_huiyi_sub_name_30041	3	这次明日少尉及时制止了夜魇的作死行为，炮击天使和斩击天使这两个直得不行的老实人已经准备对整个丛林进行毁灭性的打击了，刚刚展开战斗姿态就被明日少尉制止了下来	t_huiyi_sub_lang_30041	90010201	90010049	90010007	90010008		4	31	270	108									
30042	大型围猎	t_huiyi_sub_name_30042	3	这大概是历史上我所见过的最惨烈的追踪行动了，还是说夜魇对自己的暗夜伪装太自信了：白蛇定位后阿紫瞬移束缚，紧接着就是雪女一个定点攻击…我现在得赶紧去医院看看	t_huiyi_sub_lang_30042	90010215	90010062	90010059	90010049		4	5	270	108									
30043	雇佣兵团	t_huiyi_sub_name_30043	3	魔法剑客如果是一直单独作战的话也是很难坚持到现在的，在她的赏金猎人生涯中，她一直在不停地寻找助手，而其中最成功的一次就是组成了由夜魇、强袭天使和月兔组成了全天候雇佣兵团，其战斗实力一时间还引起了总部的注意	t_huiyi_sub_lang_30043	90010402	90010052	90010049	90010006		4	31	270	108									
30044	机械之美	t_huiyi_sub_name_30044	3	斗人少尉似乎无论如何也无法说服妖狐少女穿上适配她的机械作战装备，毕竟在妖狐少女的眼中，无论是像黄金神王这种外接武器还是像机械女仆这种全身改造，基本上都是异端	t_huiyi_sub_lang_30044	90010202	90010035	90010055	90010036		4	1	2700	1080									
30045	高低不分	t_huiyi_sub_name_30045	3	由于女武神的出身很高，但是在这个星际中并没有什么实际的兵权，如果说她从属于波波利的军队的话，又和她实际的身份有所冲突，不过也有可能在波波利军队里的这个女武神可能只是女武神本人懒得操控的一个分身罢了	t_huiyi_sub_lang_30045	90010205	90010027	90010036	90010035	90010024	2	31	300	120									
30046	干部作风	t_huiyi_sub_name_30046	3	今天欲望君主释放了所有与快乐相关的欲望，把平时看起来比较闷闷不乐的少女们凑在一起开了一个狂欢Party，结果折腾的太过了惊动了正在巡视的红白，红白一脚踢开房间门的时候，吓得欲望君主瞬间收回了房间内的所有欲望	t_huiyi_sub_lang_30046	90010209	90010069	90010066	90010053	90010067	2	4	300	120									
30047	火之舞	t_huiyi_sub_name_30047	3	灼眼公主可是初音战士的御用舞台效果师，就我从旁观的角度来看，灼眼公主用自己对火焰的控制能力解决了舞台的灯光以及火焰效果，每场演唱会都会变得非常震撼	t_huiyi_sub_lang_30047	90010212	90010401				2	32	360	144									
30048	御用伴舞	t_huiyi_sub_name_30048	3	初音战士的演唱会居然邀请我去做伴舞，到底我是大老爷们儿啊，怎么可能做这种事情，于是我把这份工作推给了火女，怎么看还是她更适合这件事情吧	t_huiyi_sub_lang_30048	90010404	90010212				2	31	360	144									
30049	毛遂自荐	t_huiyi_sub_name_30049	3	初音战士总是苦恼没有合适的伴舞，不过这次还没等我帮她找，奈亚酱自己就闹着去当伴舞了，看来这种急于表现自己的性格还是很能帮助解决困难呢	t_huiyi_sub_lang_30049	90010212	90010213				2	3	360	144									
30050	破案搭档	t_huiyi_sub_name_30050	3	由于空间移动这个技能实在是太适合收集证据了，所以我安排她配合双枪少女搭档一同搞各种案件调查，但是有的时候双枪少女会抱怨说黑子的推理能力比她还强	t_huiyi_sub_lang_30050	90010406	90010214				2	31	360	144									
30051	吉利红白	t_huiyi_sub_name_30051	3	之前有人吐槽一个西洋魔女的颜色是不吉利的黑白，而这两位正好是吉利的红白相间，不过我从来不会弄混她们两个，因为毕竟两个人乳量完全不是一个级别的	t_huiyi_sub_lang_30051	90010209	90010404				2	32	360	144									
30052	烈焰之风	t_huiyi_sub_name_30052	3	我这次眼睁睁看见黑子躲过了一次又一次火女的攻击，但是就是因为她多看了一眼火女的欧派，被一扇子扇到了训练场的外墙上…明明是个少女，为什么会有一个痴汉的灵魂	t_huiyi_sub_lang_30052	90010404	90010214				2	4	360	144									
30053	歌姬之争	t_huiyi_sub_name_30053	3	从某些意义上一卡螺丝也算是一位歌姬呢，但是zero并不敢对一卡螺丝下手，这也成为zero少有的不敢动手的歌姬，另外几个你们猜	t_huiyi_sub_lang_30053	90010206	90010403				2	3	360	144									
30054	英式红茶	t_huiyi_sub_name_30054	3	我带着双枪少女去女仆长那里去喝英式红茶，我本来以为一个想家的少女会不会激动哭，没想到她一口闷掉以后还大喊着要布丁，真的是丢人丢大了	t_huiyi_sub_lang_30054	90010405	90010406				2	4	360	144									
30055	边界居民	t_huiyi_sub_name_30055	3	灼眼公主和一卡螺丝生存的星球都是那种边界类型的地方，以至于总是能看见她们两个一起在我的房间上倒时差，男生的床上怎么可以躺女生呢…	t_huiyi_sub_lang_30055	90010401	90010403				2	5	360	144									
30056	代言人	t_huiyi_sub_name_30056	3	女仆长总是吐槽波波利的朗基努斯枪长得像水果店的叉子，然而毫无情感可言的波波利同学又感受不到里面戏谑的成分，于是真的应邀去做女仆长新的水吧的吉祥物了，心疼	t_huiyi_sub_lang_30056	90010205	90010405				2	32	360	144									
30057	多距离	t_huiyi_sub_name_30057	3	今天我们几个人坐在一起比对了一下各自的武器，一致认为zero的武器简直就是作弊一样的存在，意见最大的到底还是明日少尉，毕竟那一人多高的暗影镰刀不是轻易就能挥舞起来的	t_huiyi_sub_lang_30057	90010206	90010201	90010008			3	31	150	60	33	0.5	0.2						
30058	明亮梦境	t_huiyi_sub_name_30058	3	妖妄之梦跟我抱怨真后悔不该叫灼眼公主和机甲将军来梦境聚会，这将军不知道遇到什么一直在那儿自己喝闷酒，那公主呢，她把梦境给点了	t_huiyi_sub_lang_30058	90010401	90010207	90010027			3	3	150	60	8	0.5	0.2						
30059	生命意义	t_huiyi_sub_name_30059	3	今天这三个永生者拉着我坐在一起讨论生命的意义…我就想知道我又不是永生者，为什么要问我…	t_huiyi_sub_lang_30059	90010213	90010211	90010066			3	32	150	60	34	0.5	0.2						
30060	不敢再装	t_huiyi_sub_name_30060	3	注意注意！斗人少尉在队伍里！青鬼王请赶紧收起架子！否则后果不堪设想！	t_huiyi_sub_lang_30060	90010202	90010208	90010066	90010042		4	31	180	72	33	0.5	0.2						
30061	黄金之力	t_huiyi_sub_name_30061	3	黄金神王可能是缺钱了，开始像各位看起来有钱的（包括我在内）推销各种贵金属…摆明是要亏本的事情谁会去干啊	t_huiyi_sub_lang_30061	90010203	90010206	90010100	90010036		4	1	1800	720	6	0.5	0.2						
30062	北方之风	t_huiyi_sub_name_30062	3	很久没有见过漫天飘雪的日子了，基地里下雪完全靠雪女的技能，然而她自己对没有雪这一点毫不感冒	t_huiyi_sub_lang_30062	90010211	90010214	90010007	90010062		4	3	180	72	8	0.5	0.2						
30063	黑子之镰	t_huiyi_sub_name_30063	3	黑子拿着强袭天使的武器彻底玩出了花样，整个训练场里到处都是镰刀反射出的各种光影	t_huiyi_sub_lang_30063	90010214	90010211	90010052	90010006		4	3	180	72	8	0.5	0.2						
30064	收敛之时	t_huiyi_sub_name_30064	3	每当有大战要来临，或者说是需要大家集中精神的时候，欲望君主总是会把爱玩的女生一部分欲望收走，这样就可以认真执行任务了	t_huiyi_sub_lang_30064	90010207	90010401	90010053	90010055		4	4	180	72	9	0.5	0.2						
30065	五月兔	t_huiyi_sub_name_30065	3	今天兔子五月病犯了，眼睛通红地在任务中消灭了所有目标——然后再兔子在任务中暴走的时候，其他的伙伴们还没反应过来是怎么一回事儿	t_huiyi_sub_lang_30065	90010213	90010406	90010007	90010052		4	32	180	72	34	0.5	0.2						
30066	梦境迷踪	t_huiyi_sub_name_30066	3	雪女在雪地里覆盖了自己的脚印，鬼巫女踩着木屐一点一点追寻痕迹，黑子在大树之间反复瞬移，而妖妄之梦唤醒了你	t_huiyi_sub_lang_30066	90010207	90010214	90010067	90010062		4	32	180	72	34	0.5	0.2						
30067	看穿一切	t_huiyi_sub_name_30067	3	似乎在所有的战士中，只有明日少尉、炮姐和灼眼公主是通过自己推理看出这里的起源的	t_huiyi_sub_lang_30067	90010201	90010203	90010401			3	5	300	120	10	0.5	0.2						
30068	异界拉入	t_huiyi_sub_name_30068	3	每当明日少尉限制不住zero以后，就会召唤阿紫把zero拉进一个全新的空间让她冷静一回儿	t_huiyi_sub_lang_30068	90010201	90010206	90010215			3	1	3000	1200	6	0.5	0.2						
30069	妖妄噩梦	t_huiyi_sub_name_30069	3	妖妄之梦本能地害怕着使用射击武器的各位，并不是因为本身伤害大，而更多的是无法理解	t_huiyi_sub_lang_30069	90010204	90010207	90010406			3	32	300	120	34	0.5	0.2						
30070	真实面目	t_huiyi_sub_name_30070	3	奈亚酱一不小心在C.C.和初音面前露出了真实面目——对不起这里指的是痴汉的一面，被初音战士狠狠地用吉他抡了一下	t_huiyi_sub_lang_30070	90010211	90010212	90010213			3	4	300	120	9	0.5	0.2						
30071	火焰之炮	t_huiyi_sub_name_30071	3	也就是在初音战士的演唱会上才独创出来的，用轻质弹头卷着火焰打出去的礼花~	t_huiyi_sub_lang_30071	90010204	90010212	90010404			3	31	300	120	33	0.5	0.2						
30072	艺术熏陶	t_huiyi_sub_name_30072	3	初音战士作为宇宙歌姬是有一定的责任去提升整个星际中各位少女的女子力的，所以每隔一段时间她会随机召集一些少女来搞女子力提升集会，然而这次的集会中黑色射手的女子力好像又有所下降了	t_huiyi_sub_lang_30072	90010204	90010403	90010215	90010212		4	32	480	192	34	0.5	0.2						
30073	博丽结界	t_huiyi_sub_name_30073	3	博丽结界的起源白皮书：为了抵御双枪少女无聊的骚扰，隔离波波利的面瘫传染以及太吝啬以及每次来都不给香油钱的黑色射手，特设立博丽结界以做分离…这份白皮书是在开玩笑么	t_huiyi_sub_lang_30073	90010209	90010406	90010205	90010204		4	5	480	192	10	0.5	0.2						
30074	速射比拼	t_huiyi_sub_name_30074	3	今天我举办了一场堪称残酷的竞赛，由这几位参赛选手参与的速射竞赛，在一定时间内准确地攻击到不同目标的数目最少即为败者，而败者将支付接下来一年内其他人所要支付的所有香油钱，其实这个比赛也一开始是红白提议的	t_huiyi_sub_lang_30074	90010204	90010404	90010406	90010209		4	32	480	192	34	0.5	0.2						
30075	联合抑制	t_huiyi_sub_name_30075	3	zero小朋友鬼一样的脾气一直是人们所不能理解的，不过还好大家之间的互帮互助还是蛮多的，所以很多时候总是大家联合一起抑制住她那种要暴走的趋势，甚至是之前一直摆出王的架子的青鬼王也会主动出手帮忙不求回报	t_huiyi_sub_lang_30075	90010207	90010401	90010204	90010206		4	3	480	192	8	0.5	0.2						
30076	大小姐	t_huiyi_sub_name_30076	3	机械女仆找我来要超频模块了，今天一堆大小姐凑在一起基本上快把她一个人忙疯了，就算是机械女仆也要讲人权的啊。但是毕竟超频模块对机械损伤还是很大的，忙点就忙点吧晚上我给你加点夜宵	t_huiyi_sub_lang_30076	90010212	90010201	90010209	90010203		4	31	480	192	33	0.5	0.2						
30077	成长之路	t_huiyi_sub_name_30077	3	明日少尉总是想训斥妖狐少女这幅一直长不大的样子，但是我总是拦着她，无论是从哪个角度上来讲，让身边的朋友一点一点地去影响她远远要比强行把她掰成那个样子要好得多	t_huiyi_sub_lang_30077	90010206	90010213	90010201	90010209		4	4	480	192	9	0.5	0.2						
30078	紧急救援	t_huiyi_sub_name_30078	3	夜魇似乎在训练自己隐蔽性的时候受了伤不能移动，而她的通讯设备在发出仅有的求救信号之后就没电关机了，这下可苦了我们这群在茂密丛林里苦苦寻找的救援人员——毕竟白蛇妖出远门了嘛	t_huiyi_sub_lang_30078	90010403	90010404	90010208	90010201		4	3	480	192	8	0.5	0.2						
30079	噩梦之兔	t_huiyi_sub_name_30079	3	月兔妹子做噩梦了，确切的说她自己被困在自己的梦中不能醒来。我紧急通知了妖妄之梦，带着一群很能打架的妹子攻入月兔的梦境中，在围观她们消灭了一群又一群月兔臆想出的敌人之后，我们成功地将月兔唤醒	t_huiyi_sub_lang_30079	90010203	90010207	90010205	90010204		4	4	480	192	9	0.5	0.2						
30080	端庄武者	t_huiyi_sub_name_30080	3	无论女武神召唤多少个分身手把手地去教这些战士们如何在战场上表现出来很有威慑力同时又不失端庄的战斗姿态，也无法改变这些已经习惯了自由战斗的少女战士们…毕竟很多时候打架还是自己怎么适应怎么来	t_huiyi_sub_lang_30080	90010213	90010202	90010212	90010211		4	5	480	192	10	0.5	0.2						
30081	明日之光	t_huiyi_sub_name_30081	3	明日少尉走在哪里都会受到热烈的欢迎，女仆长会把自己私藏的最好的茶冲泡给明日少尉，而C.C.会举国之力夹道欢迎，甚至于波波利都会对明日少尉露出笑容——即便波波利可能都不知道笑容到底意味着什么	t_huiyi_sub_lang_30081	90010211	90010405	90010201	90010205		4	3	480	192	8	0.5	0.2						
